dataset,series,method,seed,score_file,label_offset,points,anomaly_ratio,ap,auc,best_f1,best_precision,best_recall,f1_q95,f1_q97,f1_q99,f1_q995,f1_mad3,precision_q99,recall_q99,precision_mad3,recall_mad3,event_f1_q95,event_f1_q97,event_f1_q99,event_f1_q995,event_f1_mad3,easytsad_event_f1_log,easytsad_event_precision_log,easytsad_event_recall_log,easytsad_event_threshold_log,easytsad_point_f1_pa,easytsad_point_precision_pa,easytsad_point_recall_pa,easytsad_point_threshold_pa
Yahoo,A3Benchmark-TS15,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS15.npy,16,824,0.004854,0.611111,0.996951,0.615385,0.444444,1.000000,0.173913,0.275862,0.615385,0.444444,0.080000,0.444444,1.000000,0.041667,1.000000,0.210526,0.347826,0.888889,0.571429,0.102564,0.615385,0.444444,1.000000,0.139520,0.615385,0.444444,1.000000,0.139520
Yahoo,A3Benchmark-TS16,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS16.npy,16,824,0.007282,0.771368,0.997148,0.666667,1.000000,0.500000,0.250000,0.387097,0.533333,0.545455,0.105263,0.444444,0.666667,0.055556,1.000000,0.307692,0.480000,0.571429,0.545455,0.136364,0.666667,1.000000,0.500000,0.163172,0.666667,1.000000,0.500000,0.163172
Yahoo,A3Benchmark-TS17,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS17.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.016260,0.111111,1.000000,0.008197,1.000000,0.058824,0.095238,0.285714,0.400000,0.021978,1.000000,1.000000,1.000000,3.406918,1.000000,1.000000,1.000000,3.406918
Yahoo,A3Benchmark-TS18,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS18.npy,16,824,0.006068,1.000000,1.000000,1.000000,1.000000,1.000000,0.212766,0.333333,0.714286,1.000000,0.091743,0.555556,1.000000,0.048077,1.000000,0.285714,0.454545,1.000000,1.000000,0.119048,1.000000,1.000000,1.000000,0.140795,1.000000,1.000000,1.000000,0.140795
Yahoo,A3Benchmark-TS19,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS19.npy,16,824,0.007282,0.490909,0.995721,0.705882,0.545455,1.000000,0.250000,0.387097,0.533333,0.363636,0.082192,0.444444,0.666667,0.042857,1.000000,0.400000,0.631579,0.727273,0.400000,0.113208,0.705882,0.545455,1.000000,0.132570,0.705882,0.545455,1.000000,0.132570
Yahoo,A3Benchmark-TS2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS2.npy,16,824,0.010922,0.988889,0.999864,0.947368,0.900000,1.000000,0.352941,0.529412,0.888889,0.714286,0.112500,0.888889,0.888889,0.059603,1.000000,0.473684,0.692308,0.941176,0.714286,0.178218,0.947368,0.900000,1.000000,0.177546,0.947368,0.900000,1.000000,0.177546
Yahoo,A3Benchmark-TS20,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS20.npy,16,824,0.004854,0.887500,0.999390,0.888889,0.800000,1.000000,0.173913,0.275862,0.615385,0.888889,0.061069,0.444444,1.000000,0.031496,1.000000,0.250000,0.421053,0.888889,1.000000,0.088889,0.888889,0.800000,1.000000,0.148171,0.888889,0.800000,1.000000,0.148171
Yahoo,A3Benchmark-TS21,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS21.npy,16,824,0.009709,1.000000,1.000000,1.000000,1.000000,1.000000,0.320000,0.484848,0.941176,0.769231,0.101911,0.888889,1.000000,0.053691,1.000000,0.533333,0.666667,1.000000,0.769231,0.156863,1.000000,1.000000,1.000000,0.237474,1.000000,1.000000,1.000000,0.237474
Yahoo,A3Benchmark-TS22,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS22.npy,16,824,0.003641,0.477778,0.997564,0.750000,0.600000,1.000000,0.133333,0.214286,0.500000,0.750000,0.056604,0.333333,1.000000,0.029126,1.000000,0.150000,0.260870,0.666667,1.000000,0.067416,0.750000,0.600000,1.000000,1.287690,0.750000,0.600000,1.000000,1.287690
Yahoo,A3Benchmark-TS23,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS23.npy,16,824,0.012136,0.677326,0.996929,0.800000,0.666667,1.000000,0.384615,0.571429,0.631579,0.400000,0.161290,0.666667,0.600000,0.087719,1.000000,0.555556,0.833333,0.705882,0.428571,0.217391,0.800000,0.666667,1.000000,0.123149,0.800000,0.666667,1.000000,0.123149
Yahoo,A3Benchmark-TS24,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS24.npy,16,824,0.004854,0.645833,0.998476,0.800000,0.666667,1.000000,0.173913,0.275862,0.615385,0.666667,0.058394,0.444444,1.000000,0.030075,1.000000,0.242424,0.400000,0.888889,0.857143,0.076190,0.800000,0.666667,1.000000,0.260801,0.800000,0.666667,1.000000,0.260801
Yahoo,A3Benchmark-TS25,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS25.npy,16,824,0.002427,0.833333,0.999392,0.800000,0.666667,1.000000,0.090909,0.148148,0.363636,0.571429,0.031496,0.222222,1.000000,0.016000,1.000000,0.121212,0.200000,0.571429,0.800000,0.044444,0.800000,0.666667,1.000000,2.806097,0.800000,0.666667,1.000000,2.806097
Yahoo,A3Benchmark-TS26,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS26.npy,16,824,0.004854,0.380754,0.995427,0.615385,0.444444,1.000000,0.173913,0.275862,0.615385,0.444444,0.153846,0.444444,1.000000,0.083333,1.000000,0.275862,0.470588,0.800000,0.571429,0.242424,0.615385,0.444444,1.000000,0.138975,0.615385,0.444444,1.000000,0.138975
Yahoo,A3Benchmark-TS27,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS27.npy,16,824,0.002427,0.416667,0.997567,0.666667,0.500000,1.000000,0.090909,0.148148,0.363636,0.571429,0.117647,0.222222,1.000000,0.062500,1.000000,0.105263,0.166667,0.444444,0.800000,0.137931,0.666667,0.500000,1.000000,0.091118,0.666667,0.500000,1.000000,0.091118
Yahoo,A3Benchmark-TS28,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS28.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.020619,0.111111,1.000000,0.010417,1.000000,0.057143,0.111111,0.333333,0.500000,0.024390,1.000000,1.000000,1.000000,0.261139,1.000000,1.000000,1.000000,0.261139
Yahoo,A3Benchmark-TS29,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS29.npy,16,824,0.003641,0.866667,0.999188,0.800000,1.000000,0.666667,0.133333,0.214286,0.500000,0.750000,0.044444,0.333333,1.000000,0.022727,1.000000,0.162162,0.285714,0.666667,1.000000,0.059406,0.800000,1.000000,0.666667,0.367458,0.800000,1.000000,0.666667,0.367458
Yahoo,A3Benchmark-TS3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS3.npy,16,824,0.004854,0.950000,0.999695,0.888889,0.800000,1.000000,0.173913,0.275862,0.615385,0.888889,0.062016,0.444444,1.000000,0.032000,1.000000,0.275862,0.421053,0.888889,1.000000,0.086022,0.888889,0.800000,1.000000,0.226802,0.888889,0.800000,1.000000,0.226802
Yahoo,A3Benchmark-TS30,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS30.npy,16,824,0.004854,0.892857,0.999085,0.857143,1.000000,0.750000,0.173913,0.275862,0.615385,0.666667,0.067227,0.444444,1.000000,0.034783,1.000000,0.210526,0.380952,0.888889,0.750000,0.082474,0.857143,1.000000,0.750000,0.189528,0.857143,1.000000,0.750000,0.189528
Yahoo,A3Benchmark-TS31,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS31.npy,16,824,0.003641,0.916667,0.999594,0.857143,0.750000,1.000000,0.133333,0.214286,0.500000,0.750000,0.051724,0.333333,1.000000,0.026549,1.000000,0.206897,0.352941,0.750000,0.857143,0.067416,0.857143,0.750000,1.000000,0.230444,0.857143,0.750000,1.000000,0.230444
Yahoo,A3Benchmark-TS32,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS32.npy,16,824,0.007282,0.852381,0.998574,0.769231,0.714286,0.833333,0.250000,0.387097,0.666667,0.727273,0.100000,0.555556,0.833333,0.052632,1.000000,0.324324,0.521739,0.769231,0.727273,0.125000,0.769231,0.714286,0.833333,0.144158,0.769231,0.714286,0.833333,0.144158
Yahoo,A3Benchmark-TS33,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS33.npy,16,824,0.004854,0.950000,0.999695,0.888889,0.800000,1.000000,0.173913,0.275862,0.615385,0.888889,0.069565,0.444444,1.000000,0.036036,1.000000,0.200000,0.307692,0.666667,1.000000,0.082474,0.888889,0.800000,1.000000,0.106177,0.888889,0.800000,1.000000,0.106177
Yahoo,A3Benchmark-TS34,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS34.npy,16,824,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,A3Benchmark-TS35,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS35.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.019802,0.111111,1.000000,0.010000,1.000000,0.050000,0.083333,0.222222,0.400000,0.021739,1.000000,1.000000,1.000000,0.323763,1.000000,1.000000,1.000000,0.323763
Yahoo,A3Benchmark-TS36,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS36.npy,16,824,0.002427,0.416667,0.997567,0.666667,0.500000,1.000000,0.090909,0.148148,0.363636,0.571429,0.031746,0.222222,1.000000,0.016129,1.000000,0.133333,0.210526,0.500000,0.800000,0.045977,0.666667,0.500000,1.000000,0.228573,0.666667,0.500000,1.000000,0.228573
Yahoo,A3Benchmark-TS37,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS37.npy,16,824,0.006068,0.533333,0.996581,0.666667,0.500000,1.000000,0.212766,0.333333,0.571429,0.400000,0.092593,0.444444,0.800000,0.048544,1.000000,0.243902,0.400000,0.727273,0.444444,0.108696,0.666667,0.500000,1.000000,0.091926,0.666667,0.500000,1.000000,0.091926
Yahoo,A3Benchmark-TS38,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS38.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.016667,0.111111,1.000000,0.008403,1.000000,0.060606,0.100000,0.285714,0.500000,0.022727,0.666667,0.500000,1.000000,0.320002,0.666667,0.500000,1.000000,0.320002
Yahoo,A3Benchmark-TS39,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS39.npy,16,824,0.008495,0.961735,0.999650,0.933333,0.875000,1.000000,0.285714,0.437500,0.875000,0.833333,0.101449,0.777778,1.000000,0.053435,1.000000,0.378378,0.583333,1.000000,0.833333,0.133333,0.933333,0.875000,1.000000,0.098196,0.933333,0.875000,1.000000,0.098196
Yahoo,A3Benchmark-TS4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS4.npy,16,824,0.006068,0.578333,0.997558,0.769231,0.625000,1.000000,0.212766,0.333333,0.714286,0.600000,0.081301,0.555556,1.000000,0.042373,1.000000,0.333333,0.476190,1.000000,0.750000,0.120482,0.769231,0.625000,1.000000,1.211782,0.769231,0.625000,1.000000,1.211782
Yahoo,A3Benchmark-TS40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS40.npy,16,824,0.006068,0.520000,0.996581,0.666667,0.500000,1.000000,0.212766,0.333333,0.571429,0.600000,0.142857,0.444444,0.800000,0.076923,1.000000,0.263158,0.400000,0.800000,0.600000,0.172414,0.666667,0.500000,1.000000,0.061672,0.666667,0.500000,1.000000,0.061672
Yahoo,A3Benchmark-TS41,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS41.npy,16,824,0.008495,0.932540,0.999301,0.875000,0.777778,1.000000,0.285714,0.437500,0.875000,0.833333,0.560000,0.777778,1.000000,0.388889,1.000000,0.350000,0.560000,1.000000,0.833333,0.777778,0.875000,0.777778,1.000000,0.114962,0.875000,0.777778,1.000000,0.114962
Yahoo,A3Benchmark-TS42,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS42.npy,16,824,0.006068,0.926667,0.999512,0.909091,0.833333,1.000000,0.212766,0.333333,0.714286,0.800000,0.085470,0.555556,1.000000,0.044643,1.000000,0.263158,0.434783,1.000000,0.888889,0.108696,0.909091,0.833333,1.000000,0.146440,0.909091,0.833333,1.000000,0.146440
Yahoo,A3Benchmark-TS43,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS43.npy,16,824,0.007282,0.877381,0.998981,0.857143,0.750000,1.000000,0.250000,0.387097,0.800000,0.727273,0.091603,0.666667,1.000000,0.048000,1.000000,0.307692,0.521739,1.000000,0.800000,0.116505,0.857143,0.750000,1.000000,0.083496,0.857143,0.750000,1.000000,0.083496
Yahoo,A3Benchmark-TS44,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS44.npy,16,824,0.010922,0.904084,0.998637,0.818182,0.692308,1.000000,0.352941,0.529412,0.777778,0.714286,0.137405,0.777778,0.777778,0.073770,1.000000,0.516129,0.761905,0.875000,0.714286,0.172043,0.818182,0.692308,1.000000,0.156366,0.818182,0.692308,1.000000,0.156366
Yahoo,A3Benchmark-TS45,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS45.npy,16,824,0.006068,0.966667,0.999756,0.909091,0.833333,1.000000,0.212766,0.333333,0.714286,0.800000,0.088496,0.555556,1.000000,0.046296,1.000000,0.250000,0.384615,0.833333,0.800000,0.114943,0.909091,0.833333,1.000000,0.251786,0.909091,0.833333,1.000000,0.251786
Yahoo,A3Benchmark-TS46,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS46.npy,16,824,0.002427,0.500000,0.998175,0.666667,0.500000,1.000000,0.090909,0.148148,0.363636,0.571429,0.038462,0.222222,1.000000,0.019608,1.000000,0.111111,0.173913,0.500000,0.800000,0.044444,0.666667,0.500000,1.000000,0.119286,0.666667,0.500000,1.000000,0.119286
Yahoo,A3Benchmark-TS47,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS47.npy,16,824,0.009709,0.637248,0.995711,0.727273,0.571429,1.000000,0.320000,0.484848,0.470588,0.461538,0.153846,0.444444,0.500000,0.083333,1.000000,0.410256,0.615385,0.615385,0.461538,0.195122,0.727273,0.571429,1.000000,0.083064,0.727273,0.571429,1.000000,0.083064
Yahoo,A3Benchmark-TS48,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS48.npy,16,824,0.004854,0.826923,0.997256,0.857143,1.000000,0.750000,0.173913,0.275862,0.461538,0.666667,0.067227,0.333333,0.750000,0.034783,1.000000,0.195122,0.320000,0.545455,0.750000,0.083333,0.857143,1.000000,0.750000,0.124381,0.857143,1.000000,0.750000,0.124381
Yahoo,A3Benchmark-TS49,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS49.npy,16,824,0.007282,0.976190,0.999796,0.923077,0.857143,1.000000,0.250000,0.387097,0.800000,0.909091,0.097561,0.666667,1.000000,0.051282,1.000000,0.315789,0.480000,1.000000,0.909091,0.123711,0.923077,0.857143,1.000000,0.152730,0.923077,0.857143,1.000000,0.152730
Yahoo,A3Benchmark-TS5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS5.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.021739,0.111111,1.000000,0.010989,1.000000,0.054054,0.086957,0.285714,0.400000,0.027027,1.000000,1.000000,1.000000,3.093444,1.000000,1.000000,1.000000,3.093444
Yahoo,A3Benchmark-TS50,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS50.npy,16,824,0.004854,0.399242,0.995427,0.600000,0.500000,0.750000,0.173913,0.275862,0.461538,0.444444,0.067227,0.333333,0.750000,0.034783,1.000000,0.216216,0.363636,0.600000,0.571429,0.087912,0.600000,0.500000,0.750000,0.342231,0.600000,0.500000,0.750000,0.342231
Yahoo,A3Benchmark-TS51,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS51.npy,16,824,0.009709,0.305571,0.985141,0.500000,0.416667,0.625000,0.320000,0.363636,0.235294,0.153846,0.275862,0.222222,0.250000,0.160000,1.000000,0.444444,0.461538,0.250000,0.153846,0.400000,0.500000,0.416667,0.625000,0.211706,0.500000,0.416667,0.625000,0.211706
Yahoo,A3Benchmark-TS52,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS52.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.019231,0.111111,1.000000,0.009709,1.000000,0.051282,0.090909,0.333333,0.500000,0.022222,1.000000,1.000000,1.000000,0.153129,1.000000,1.000000,1.000000,0.153129
Yahoo,A3Benchmark-TS53,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS53.npy,16,824,0.012136,0.523557,0.994717,0.750000,0.642857,0.900000,0.384615,0.571429,0.526316,0.266667,0.119048,0.555556,0.500000,0.063291,1.000000,0.625000,0.909091,0.588235,0.266667,0.190476,0.750000,0.642857,0.900000,0.178250,0.750000,0.642857,0.900000,0.178250
Yahoo,A3Benchmark-TS54,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS54.npy,16,824,0.010922,0.272639,0.871847,0.538462,0.411765,0.777778,0.274510,0.411765,0.333333,0.000000,0.424242,0.333333,0.333333,0.291667,0.777778,0.318182,0.518519,0.375000,0.000000,0.538462,0.560000,0.411765,0.875000,0.072283,0.592593,0.444444,0.888889,0.072283
Yahoo,A3Benchmark-TS55,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS55.npy,16,824,0.006068,1.000000,1.000000,1.000000,1.000000,1.000000,0.212766,0.333333,0.714286,1.000000,0.080645,0.555556,1.000000,0.042017,1.000000,0.277778,0.454545,1.000000,1.000000,0.113636,1.000000,1.000000,1.000000,0.157177,1.000000,1.000000,1.000000,0.157177
Yahoo,A3Benchmark-TS56,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS56.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.019802,0.111111,1.000000,0.010000,1.000000,0.055556,0.090909,0.285714,0.500000,0.023529,0.666667,0.500000,1.000000,1.388650,0.666667,0.500000,1.000000,1.388650
Yahoo,A3Benchmark-TS57,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS57.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.022222,0.111111,1.000000,0.011236,1.000000,0.050000,0.080000,0.222222,0.400000,0.025000,1.000000,1.000000,1.000000,0.148586,1.000000,1.000000,1.000000,0.148586
Yahoo,A3Benchmark-TS58,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS58.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.015152,0.111111,1.000000,0.007634,1.000000,0.054054,0.083333,0.222222,0.400000,0.019048,0.666667,0.500000,1.000000,0.244491,0.666667,0.500000,1.000000,0.244491
Yahoo,A3Benchmark-TS59,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS59.npy,16,824,0.004854,0.816667,0.998780,0.800000,0.666667,1.000000,0.173913,0.275862,0.615385,0.666667,0.068376,0.444444,1.000000,0.035398,1.000000,0.216216,0.320000,0.800000,0.750000,0.084211,0.800000,0.666667,1.000000,0.104544,0.800000,0.666667,1.000000,0.104544
Yahoo,A3Benchmark-TS6,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS6.npy,16,824,0.003641,0.555556,0.997970,0.666667,0.666667,0.666667,0.133333,0.214286,0.500000,0.500000,0.052632,0.333333,1.000000,0.027027,1.000000,0.206897,0.375000,0.666667,0.666667,0.069767,0.666667,0.500000,1.000000,0.216444,0.666667,0.500000,1.000000,0.216444
Yahoo,A3Benchmark-TS60,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS60.npy,16,824,0.004854,1.000000,1.000000,1.000000,1.000000,1.000000,0.173913,0.275862,0.615385,0.888889,0.057554,0.444444,1.000000,0.029630,1.000000,0.347826,0.421053,0.800000,1.000000,0.085106,1.000000,1.000000,1.000000,0.175049,1.000000,1.000000,1.000000,0.175049
Yahoo,A3Benchmark-TS61,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS61.npy,16,824,0.007282,0.873413,0.999185,0.923077,0.857143,1.000000,0.250000,0.387097,0.800000,0.727273,0.110092,0.666667,1.000000,0.058252,1.000000,0.307692,0.521739,0.923077,0.800000,0.137931,0.923077,0.857143,1.000000,0.119620,0.923077,0.857143,1.000000,0.119620
Yahoo,A3Benchmark-TS62,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS62.npy,16,824,0.008495,1.000000,1.000000,1.000000,1.000000,1.000000,0.285714,0.437500,0.875000,0.833333,0.105263,0.777778,1.000000,0.055556,1.000000,0.437500,0.636364,1.000000,0.833333,0.142857,1.000000,1.000000,1.000000,0.132991,1.000000,1.000000,1.000000,0.132991
Yahoo,A3Benchmark-TS63,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS63.npy,16,824,0.007282,0.488889,0.995721,0.666667,0.500000,1.000000,0.250000,0.387097,0.533333,0.545455,0.279070,0.444444,0.666667,0.162162,1.000000,0.292683,0.500000,0.666667,0.545455,0.333333,0.666667,0.500000,1.000000,0.114902,0.666667,0.500000,1.000000,0.114902
Yahoo,A3Benchmark-TS64,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS64.npy,16,824,0.006068,0.303571,0.992186,0.526316,0.357143,1.000000,0.212766,0.333333,0.428571,0.000000,0.068493,0.333333,0.600000,0.035461,1.000000,0.344828,0.476190,0.461538,0.000000,0.103093,0.526316,0.357143,1.000000,0.143132,0.526316,0.357143,1.000000,0.143132
Yahoo,A3Benchmark-TS65,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS65.npy,16,824,0.004854,0.517857,0.997256,0.727273,0.571429,1.000000,0.173913,0.275862,0.615385,0.444444,0.067797,0.444444,1.000000,0.035088,1.000000,0.222222,0.363636,0.888889,0.571429,0.086022,0.727273,0.571429,1.000000,0.193263,0.727273,0.571429,1.000000,0.193263
Yahoo,A3Benchmark-TS66,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS66.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.018182,0.111111,1.000000,0.009174,1.000000,0.071429,0.133333,0.333333,0.400000,0.025974,0.666667,0.500000,1.000000,4.040510,0.666667,0.500000,1.000000,4.040510
Yahoo,A3Benchmark-TS67,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS67.npy,16,824,0.008495,0.399738,0.993530,0.700000,0.538462,1.000000,0.285714,0.437500,0.500000,0.166667,0.117647,0.444444,0.571429,0.062500,1.000000,0.411765,0.560000,0.615385,0.166667,0.160920,0.700000,0.538462,1.000000,0.129389,0.700000,0.538462,1.000000,0.129389
Yahoo,A3Benchmark-TS68,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS68.npy,16,824,0.009709,0.402552,0.988664,0.571429,0.461538,0.750000,0.320000,0.363636,0.352941,0.307692,0.130081,0.333333,0.375000,0.069565,1.000000,0.410256,0.444444,0.400000,0.333333,0.155340,0.571429,0.461538,0.750000,0.136005,0.571429,0.461538,0.750000,0.136005
Yahoo,A3Benchmark-TS69,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS69.npy,16,824,0.002427,0.500000,0.998175,0.666667,0.500000,1.000000,0.090909,0.148148,0.363636,0.571429,0.034783,0.222222,1.000000,0.017699,1.000000,0.108108,0.173913,0.444444,0.800000,0.042553,0.666667,0.500000,1.000000,0.291257,0.666667,0.500000,1.000000,0.291257
Yahoo,A3Benchmark-TS7,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS7.npy,16,824,0.003641,0.666667,0.997970,0.666667,0.500000,1.000000,0.133333,0.214286,0.500000,0.500000,0.130435,0.333333,1.000000,0.069767,1.000000,0.146341,0.250000,0.666667,0.666667,0.142857,0.666667,0.500000,1.000000,0.156745,0.666667,0.500000,1.000000,0.156745
Yahoo,A3Benchmark-TS70,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS70.npy,16,824,0.006068,0.796190,0.998535,0.833333,0.714286,1.000000,0.212766,0.333333,0.714286,0.600000,0.068966,0.555556,1.000000,0.035714,1.000000,0.250000,0.434783,0.909091,0.750000,0.087719,0.833333,0.714286,1.000000,0.209588,0.833333,0.714286,1.000000,0.209588
Yahoo,A3Benchmark-TS71,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS71.npy,16,824,0.009709,0.679715,0.995098,0.615385,0.800000,0.500000,0.320000,0.484848,0.470588,0.615385,0.142857,0.444444,0.500000,0.076923,1.000000,0.390244,0.640000,0.533333,0.615385,0.225352,0.615385,0.800000,0.500000,0.204568,0.615385,0.800000,0.500000,0.204568
Yahoo,A3Benchmark-TS72,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A3Benchmark-TS72.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.020000,0.111111,1.000000,0.010101,1.000000,0.050000,0.080000,0.200000,0.333333,0.022727,1.000000,1.000000,1.000000,0.119219,1.000000,1.000000,1.000000,0.119219
