dataset,series,method,seed,score_file,label_offset,points,anomaly_ratio,ap,auc,best_f1,best_precision,best_recall,f1_q95,f1_q97,f1_q99,f1_q995,f1_mad3,precision_q99,recall_q99,precision_mad3,recall_mad3,event_f1_q95,event_f1_q97,event_f1_q99,event_f1_q995,event_f1_mad3,easytsad_event_f1_log,easytsad_event_precision_log,easytsad_event_recall_log,easytsad_event_threshold_log,easytsad_point_f1_pa,easytsad_point_precision_pa,easytsad_point_recall_pa,easytsad_point_threshold_pa
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/AIOPS/0efb375b-b902-3661-ab23-9a0bb799f4e3.npy,16,8768,0.008098,0.128219,0.594736,0.235294,0.714286,0.140845,0.070588,0.089552,0.163522,0.226087,0.037383,0.147727,0.183099,0.019786,0.338028,0.045455,0.066116,0.204545,0.400000,0.021231,0.823529,0.875000,0.777778,0.022094,0.972603,0.946667,1.000000,0.014217
AIOPS,6d1114ae-be04-3c46-b5aa-be1a003a57cd,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/AIOPS/6d1114ae-be04-3c46-b5aa-be1a003a57cd.npy,16,149510,0.005090,0.099050,0.662536,0.148301,0.342857,0.094612,0.056088,0.073185,0.110767,0.137840,0.029063,0.083556,0.164258,0.015038,0.431012,0.043415,0.063567,0.136743,0.218807,0.019492,0.718563,0.731707,0.705882,0.016607,0.754441,0.626193,0.948752,0.008450
AIOPS,847e8ecc-f8d2-3a93-9107-f367a0aab37d,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/AIOPS/847e8ecc-f8d2-3a93-9107-f367a0aab37d.npy,16,149510,0.005297,0.207632,0.695551,0.301544,0.537217,0.209596,0.079584,0.111785,0.211538,0.277922,0.072124,0.161765,0.305556,0.039401,0.425505,0.054054,0.081673,0.213725,0.363812,0.047723,0.833333,0.762712,0.918367,0.009656,0.952746,0.963824,0.941919,0.009656
AIOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/AIOPS/c02607e8-7399-3dde-9d28-8a8da5e5d251.npy,16,8768,0.006957,0.089889,0.485328,0.173913,0.258065,0.131148,0.056000,0.073846,0.147651,0.152381,0.024348,0.125000,0.180328,0.012620,0.344262,0.041344,0.066390,0.192771,0.318182,0.013629,0.736842,0.583333,1.000000,0.027788,0.960630,0.924242,1.000000,0.027788
NAB,Twitter_volume_AAPL,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_AAPL.npy,16,7935,0.050158,0.132562,0.647246,0.201550,0.180198,0.228643,0.196226,0.182104,0.129707,0.068493,0.157895,0.387500,0.077889,0.096346,0.437186,0.211009,0.230769,0.470588,0.580645,0.124717,0.833333,0.714286,1.000000,0.929287,0.997494,0.995000,1.000000,0.929287
NAB,Twitter_volume_AMZN,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_AMZN.npy,16,7900,0.100253,0.125677,0.502088,0.182237,0.100253,1.000000,0.109520,0.091351,0.057405,0.043269,0.113333,0.316456,0.031566,0.166667,0.085859,0.244186,0.281818,0.375000,0.521739,0.247887,1.000000,1.000000,1.000000,0.034035,1.000000,1.000000,1.000000,0.034035
NAB,Twitter_volume_CRM,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_CRM.npy,16,7935,0.041966,0.128501,0.683966,0.221488,0.246324,0.201201,0.210959,0.199301,0.111380,0.069705,0.172281,0.287500,0.069069,0.105548,0.468468,0.289773,0.369099,0.444444,0.511628,0.142857,0.625000,0.454545,1.000000,0.016746,0.991071,0.982301,1.000000,0.016746
NAB,Twitter_volume_CVS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_CVS.npy,16,7911,0.079510,0.147592,0.550579,0.164964,0.152497,0.179650,0.148293,0.140715,0.107193,0.077728,0.157923,0.475000,0.060413,0.119672,0.232114,0.235988,0.285714,0.506329,0.697674,0.161812,1.000000,1.000000,1.000000,0.023080,1.000000,1.000000,1.000000,0.023080
NAB,Twitter_volume_FB,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_FB.npy,16,7901,0.100240,0.114933,0.491308,0.183821,0.102153,0.916667,0.072391,0.052427,0.045872,0.038462,0.109055,0.250000,0.025253,0.090307,0.137626,0.136364,0.100000,0.185185,0.370370,0.156044,1.000000,1.000000,1.000000,0.697832,1.000000,1.000000,1.000000,0.697832
NAB,Twitter_volume_GOOG,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_GOOG.npy,16,7905,0.050348,0.126440,0.631832,0.177440,0.179028,0.175879,0.176322,0.150943,0.092050,0.082192,0.158339,0.275000,0.055276,0.106737,0.306533,0.256267,0.311688,0.375000,0.571429,0.155383,1.000000,1.000000,1.000000,0.296833,1.000000,1.000000,1.000000,0.296833
NAB,Twitter_volume_IBM,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_IBM.npy,16,7931,0.100366,0.138363,0.530433,0.190578,0.121088,0.447236,0.129086,0.110251,0.054795,0.043062,0.150273,0.300000,0.030151,0.164671,0.138191,0.282353,0.306931,0.363636,0.473684,0.253119,1.000000,1.000000,1.000000,1.283981,1.000000,1.000000,1.000000,1.283981
NAB,Twitter_volume_KO,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_KO.npy,16,7910,0.134008,0.156256,0.518385,0.243558,0.140188,0.927358,0.078297,0.058552,0.047368,0.043636,0.071983,0.337500,0.025472,0.142857,0.048113,0.211429,0.232323,0.426667,0.666667,0.204473,1.000000,1.000000,1.000000,0.852080,1.000000,1.000000,1.000000,0.852080
NAB,Twitter_volume_PFE,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_PFE.npy,16,7913,0.050297,0.072048,0.570179,0.115847,0.074022,0.266332,0.095718,0.072327,0.046025,0.031963,0.113261,0.137500,0.027638,0.069727,0.301508,0.134111,0.164384,0.214286,0.232558,0.115284,1.000000,1.000000,1.000000,0.120998,1.000000,1.000000,1.000000,0.120998
NAB,Twitter_volume_UPS,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/NAB/Twitter_volume_UPS.npy,16,7917,0.040167,0.053713,0.533626,0.123104,0.085928,0.216981,0.103641,0.061151,0.005025,0.005587,0.101112,0.012500,0.003145,0.060241,0.314465,0.159664,0.190476,0.041667,0.060606,0.101512,0.769231,0.625000,1.000000,0.253264,0.995305,0.990654,1.000000,0.253264
TODS,0,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/0.npy,16,4984,0.051966,0.662786,0.887730,0.663900,0.717489,0.617761,0.640472,0.621027,0.323625,0.176056,0.363148,1.000000,0.193050,0.236321,0.783784,0.698409,0.643645,0.320819,0.177778,0.484015,0.665227,0.709677,0.626016,0.008037,0.674948,0.727679,0.629344,0.008222
TODS,01,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/01.npy,16,4984,0.051966,0.757233,0.934661,0.714859,0.744770,0.687259,0.699411,0.645477,0.317152,0.176056,0.378247,0.980000,0.189189,0.239466,0.899614,0.786016,0.675532,0.332203,0.184502,0.510865,0.718182,0.814433,0.642276,0.010574,0.725702,0.823529,0.648649,0.010574
TODS,012,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/012.npy,16,4984,0.040931,0.625775,0.904322,0.638655,0.745098,0.558824,0.563877,0.638418,0.354331,0.209607,0.303913,0.900000,0.220588,0.186592,0.818627,0.690709,0.756182,0.426396,0.258427,0.374933,0.691525,0.755556,0.637500,0.010594,0.759162,0.814607,0.710784,0.010594
TODS,0123,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/0123.npy,16,4984,0.067817,0.393587,0.676902,0.452080,0.581395,0.369822,0.431973,0.426230,0.242268,0.121212,0.276975,0.940000,0.139053,0.194279,0.482249,0.685888,0.724453,0.468227,0.218182,0.353583,0.679803,0.811765,0.584746,0.016584,0.885039,0.946128,0.831361,0.016584
TODS,01234,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/01234.npy,16,4984,0.053772,0.438049,0.779897,0.442786,0.664179,0.332090,0.405405,0.430622,0.301887,0.170648,0.278729,0.960000,0.179104,0.178311,0.638060,0.668905,0.786681,0.666667,0.413223,0.378779,0.788462,0.811881,0.766355,0.006738,0.857664,0.839286,0.876866,0.003551
TODS,1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/1.npy,16,4984,0.051966,0.744608,0.922411,0.710744,0.764444,0.664093,0.691552,0.640587,0.323625,0.176056,0.396144,1.000000,0.193050,0.256236,0.872587,0.770717,0.673740,0.332203,0.184502,0.509799,0.713978,0.757991,0.674797,0.011581,0.718686,0.767544,0.675676,0.011581
TODS,12,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/12.npy,16,4984,0.045144,0.561433,0.866580,0.550000,0.628571,0.488889,0.530526,0.549333,0.341818,0.200000,0.338983,0.940000,0.208889,0.218509,0.755556,0.727667,0.744309,0.509091,0.326531,0.377465,0.671642,0.671642,0.671642,0.008311,0.760369,0.789474,0.733333,0.008311
TODS,123,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/123.npy,16,4984,0.086075,0.268379,0.625728,0.309637,0.480392,0.228438,0.300442,0.290155,0.158664,0.101322,0.271777,0.760000,0.088578,0.270833,0.272727,0.543542,0.683972,0.551181,0.392523,0.361757,0.629213,0.674699,0.589474,0.011477,0.819106,0.726126,0.939394,0.003990
TODS,1234,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/1234.npy,16,4984,0.064607,0.343664,0.684089,0.391635,0.504902,0.319876,0.370629,0.347458,0.258065,0.144092,0.277249,0.960000,0.149068,0.210273,0.406832,0.631579,0.742584,0.839115,0.560976,0.338912,0.840580,0.840580,0.840580,0.027848,0.917460,0.938312,0.897516,0.018816
TODS,2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/2.npy,16,4984,0.048555,0.368561,0.764949,0.426724,0.445946,0.409091,0.410569,0.408163,0.246575,0.149813,0.281780,0.720000,0.148760,0.189459,0.549587,0.467532,0.613286,0.597701,0.485294,0.213793,0.714286,0.615385,0.851064,0.005267,0.897087,0.846154,0.954545,0.003246
TODS,23,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/23.npy,16,4984,0.102327,0.230739,0.568994,0.281026,0.294624,0.268627,0.268068,0.233333,0.110714,0.056075,0.249231,0.620000,0.060784,0.205063,0.317647,0.504505,0.631579,0.756164,0.523810,0.227348,0.700000,0.608696,0.823529,0.007671,0.903454,0.823910,1.000000,0.002153
TODS,234,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/234.npy,16,4984,0.082263,0.173448,0.521709,0.224000,0.325581,0.170732,0.218182,0.200000,0.126087,0.059770,0.185419,0.580000,0.070732,0.146933,0.251220,0.303797,0.439560,0.650078,0.480000,0.175916,0.658228,0.530612,0.866667,0.003250,0.653188,0.901288,0.512195,0.003250
TODS,3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/3.npy,16,4984,0.080257,0.089120,0.517083,0.150838,0.087662,0.540000,0.067692,0.054545,0.035556,0.018824,0.096078,0.160000,0.020000,0.079032,0.122500,0.142259,0.160991,0.214286,0.266667,0.145794,0.640000,0.615385,0.666667,0.052820,0.852878,0.743494,1.000000,0.026314
TODS,34,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/34.npy,16,4984,0.078250,0.184298,0.575894,0.198522,0.168761,0.241026,0.162500,0.170370,0.131818,0.106024,0.186845,0.580000,0.074359,0.148710,0.251282,0.280992,0.371795,0.644068,0.918919,0.205832,0.962963,0.928571,1.000000,0.054584,0.997442,0.994898,1.000000,0.054584
TODS,4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/TODS/4.npy,16,4984,0.048555,0.429756,0.759982,0.455840,0.733945,0.330579,0.410569,0.443878,0.328767,0.187266,0.276008,0.960000,0.198347,0.185714,0.537190,0.408618,0.558357,0.906054,0.800000,0.194212,0.958333,0.938776,0.978723,0.039744,0.991770,0.987705,0.995868,0.039744
UCR,1sddb40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/1sddb40.npy,16,44779,0.013846,0.012394,0.489523,0.031999,0.016281,0.924194,0.006296,0.007128,0.003745,0.002370,0.007535,0.004464,0.003226,0.005654,0.011290,0.009319,0.012232,0.012384,0.013605,0.013319,0.044248,0.022624,1.000000,0.002997,0.851648,0.741627,1.000000,0.002997
UCR,2sddb40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/2sddb40.npy,16,44985,0.006669,0.008020,0.481170,0.028050,0.024213,0.033333,0.007843,0.012121,0.026667,0.022857,0.004948,0.022222,0.033333,0.002672,0.033333,0.007030,0.009756,0.027027,0.043165,0.005086,0.833333,0.714286,1.000000,0.040599,0.996678,0.993377,1.000000,0.040599
UCR,3sddb40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/3sddb40.npy,16,44984,0.006669,0.614168,0.930287,0.614907,0.575581,0.660000,0.205490,0.312727,0.594667,0.579048,0.256537,0.495556,0.743333,0.150550,0.866667,0.043450,0.090000,0.479339,0.696970,0.063752,1.000000,1.000000,1.000000,0.112619,1.000000,1.000000,1.000000,0.112619
UCR,BIDMC1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/BIDMC1.npy,16,8484,0.023574,0.058676,0.492613,0.099174,0.285714,0.060000,0.067200,0.074725,0.084211,0.098765,0.051661,0.141176,0.060000,0.030303,0.175000,0.066869,0.073298,0.175439,0.303030,0.040094,1.000000,1.000000,1.000000,0.053287,1.000000,1.000000,1.000000,0.053287
UCR,CHARISfive,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CHARISfive.npy,16,29571,0.002367,0.004768,0.599681,0.022936,0.013661,0.071429,0.011620,0.012526,0.016393,0.009174,0.008068,0.010135,0.042857,0.004102,0.242857,0.008333,0.011390,0.020134,0.013423,0.006349,0.181818,0.100000,1.000000,0.161441,0.838323,0.721649,1.000000,0.161441
UCR,CHARISten,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CHARISten.npy,16,36689,0.001635,0.002279,0.489335,0.021739,0.013889,0.050000,0.006332,0.006891,0.014052,0.016393,0.003332,0.008174,0.050000,0.001687,0.133333,0.006219,0.007952,0.016713,0.021858,0.003615,0.032609,0.016575,1.000000,0.115942,0.402685,0.252101,1.000000,0.115942
UCR,CIMIS44AirTemperature1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature1.npy,16,4168,0.000240,1.000000,1.000000,1.000000,1.000000,1.000000,0.009524,0.015748,0.046512,0.090909,0.002786,0.023810,1.000000,0.001395,1.000000,0.012579,0.018692,0.050000,0.100000,0.004082,1.000000,1.000000,1.000000,0.296620,1.000000,1.000000,1.000000,0.296620
UCR,CIMIS44AirTemperature2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature2.npy,16,4168,0.005758,0.005899,0.467317,0.017391,0.009346,0.125000,0.000000,0.000000,0.000000,0.000000,0.011158,0.000000,0.000000,0.005772,0.166667,0.000000,0.000000,0.000000,0.000000,0.008475,0.026087,0.013216,1.000000,0.008658,0.176471,0.096774,1.000000,0.008658
UCR,CIMIS44AirTemperature3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature3.npy,16,4168,0.005758,0.021231,0.620807,0.106667,0.078431,0.166667,0.051502,0.053333,0.060606,0.000000,0.024000,0.047619,0.083333,0.012397,0.375000,0.047619,0.056604,0.097561,0.000000,0.016427,0.181818,0.100000,1.000000,0.040091,0.640000,0.470588,1.000000,0.040091
UCR,CIMIS44AirTemperature4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature4.npy,16,4168,0.011516,0.560661,0.884082,0.615385,0.800000,0.500000,0.287938,0.390805,0.533333,0.492754,0.104326,0.571429,0.500000,0.055556,0.854167,0.122699,0.204082,0.514286,0.869565,0.024341,1.000000,1.000000,1.000000,0.817173,1.000000,1.000000,1.000000,0.817173
UCR,CIMIS44AirTemperature5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature5.npy,16,4168,0.011516,0.067328,0.707544,0.172043,0.177778,0.166667,0.116732,0.126437,0.155556,0.115942,0.059627,0.166667,0.145833,0.031704,0.500000,0.127168,0.146789,0.272727,0.272727,0.046332,0.666667,0.500000,1.000000,0.098706,0.969697,0.941176,1.000000,0.098706
UCR,CIMIS44AirTemperature6,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature6.npy,16,4168,0.011516,0.021564,0.637305,0.057692,0.053571,0.062500,0.046693,0.045977,0.044444,0.028986,0.041463,0.047619,0.041667,0.022021,0.354167,0.025316,0.019802,0.050000,0.095238,0.028112,0.285714,0.166667,1.000000,0.055263,0.864865,0.761905,1.000000,0.055263
UCR,DISTORTED1sddb40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTED1sddb40.npy,16,44779,0.013846,0.014241,0.519175,0.031961,0.016645,0.400000,0.006995,0.006110,0.001873,0.000000,0.029108,0.002232,0.001613,0.015855,0.177419,0.008499,0.003226,0.006431,0.000000,0.038110,0.032573,0.016556,1.000000,0.003323,0.806766,0.676118,1.000000,0.003323
UCR,DISTORTED2sddb40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTED2sddb40.npy,16,44985,0.006669,0.008478,0.471732,0.030675,0.028409,0.033333,0.010196,0.012121,0.026667,0.022857,0.008644,0.022222,0.033333,0.004540,0.090000,0.007071,0.006452,0.027523,0.028369,0.006848,0.909091,0.833333,1.000000,0.041446,0.998336,0.996678,1.000000,0.041446
UCR,DISTORTED3sddb40,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTED3sddb40.npy,16,44984,0.006669,0.571836,0.926553,0.583596,0.553892,0.616667,0.190588,0.288485,0.565333,0.563810,0.063906,0.471111,0.706667,0.033176,0.866667,0.061404,0.100988,0.411348,0.656863,0.017682,1.000000,1.000000,1.000000,0.132417,1.000000,1.000000,1.000000,0.132417
UCR,DISTORTEDBIDMC1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDBIDMC1.npy,16,8484,0.023574,0.033874,0.510886,0.072639,0.070423,0.075000,0.060800,0.065934,0.063158,0.049383,0.041667,0.105882,0.045000,0.024476,0.140000,0.062016,0.076923,0.126582,0.232558,0.041710,0.533333,0.363636,1.000000,0.064524,0.982801,0.966184,1.000000,0.064524
UCR,DISTORTEDCIMIS44AirTemperature1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature1.npy,16,4168,0.000240,1.000000,1.000000,1.000000,1.000000,1.000000,0.009524,0.015748,0.046512,0.090909,0.002813,0.023810,1.000000,0.001408,1.000000,0.012500,0.020000,0.050000,0.095238,0.004016,1.000000,1.000000,1.000000,0.506884,1.000000,1.000000,1.000000,0.506884
UCR,DISTORTEDCIMIS44AirTemperature2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature2.npy,16,4168,0.005758,0.008233,0.561987,0.031128,0.017167,0.166667,0.025751,0.000000,0.000000,0.000000,0.016644,0.000000,0.000000,0.008608,0.250000,0.012195,0.000000,0.000000,0.000000,0.008032,0.042857,0.021898,1.000000,0.012347,0.263736,0.151899,1.000000,0.012347
UCR,DISTORTEDCIMIS44AirTemperature3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature3.npy,16,4168,0.005758,0.033954,0.642163,0.133333,0.098039,0.208333,0.060086,0.080000,0.090909,0.088889,0.029851,0.071429,0.125000,0.015480,0.416667,0.057143,0.072727,0.105263,0.190476,0.025918,0.428571,0.272727,1.000000,0.077706,0.857143,0.750000,1.000000,0.077706
UCR,DISTORTEDCIMIS44AirTemperature4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature4.npy,16,4168,0.011516,0.483310,0.859618,0.536585,0.647059,0.458333,0.256809,0.344828,0.488889,0.434783,0.104683,0.523810,0.458333,0.056047,0.791667,0.167665,0.252252,0.590909,0.761905,0.043103,1.000000,1.000000,1.000000,0.810267,1.000000,1.000000,1.000000,0.810267
UCR,DISTORTEDCIMIS44AirTemperature5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature5.npy,16,4168,0.011516,0.052939,0.736534,0.140127,0.100917,0.229167,0.116732,0.126437,0.088889,0.086957,0.058902,0.095238,0.083333,0.031474,0.458333,0.109091,0.166667,0.142857,0.190476,0.049587,0.666667,0.500000,1.000000,0.106135,0.969697,0.941176,1.000000,0.106135
UCR,DISTORTEDCIMIS44AirTemperature6,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature6.npy,16,4168,0.011516,0.018031,0.575076,0.049751,0.032680,0.104167,0.038911,0.034483,0.022222,0.028986,0.033548,0.023810,0.020833,0.017882,0.270833,0.035928,0.018519,0.050000,0.100000,0.023483,0.375000,0.230769,1.000000,0.064340,0.905660,0.827586,1.000000,0.064340
UCR,DISTORTEDECG1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDECG1.npy,16,19984,0.015012,0.114120,0.667440,0.155887,0.155116,0.156667,0.127692,0.131111,0.148000,0.140000,0.069322,0.185000,0.123333,0.037420,0.470000,0.089094,0.099548,0.147727,0.288660,0.040120,1.000000,1.000000,1.000000,0.413465,1.000000,1.000000,1.000000,0.413465
UCR,DISTORTEDECG2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDECG2.npy,16,14984,0.006674,0.163303,0.708969,0.226950,0.390244,0.160000,0.070588,0.101818,0.152000,0.182857,0.032820,0.126667,0.190000,0.016979,0.490000,0.030418,0.047059,0.090226,0.194444,0.018838,1.000000,1.000000,1.000000,0.470853,1.000000,1.000000,1.000000,0.470853
UCR,DISTORTEDECG3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDECG3.npy,16,21984,0.004549,0.046658,0.493274,0.122137,0.258065,0.080000,0.033333,0.047368,0.093750,0.104762,0.011218,0.068182,0.150000,0.005743,0.240000,0.014406,0.018939,0.040609,0.114286,0.004637,1.000000,1.000000,1.000000,0.204217,1.000000,1.000000,1.000000,0.204217
UCR,DISTORTEDECG4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDECG4.npy,16,24984,0.004003,0.066672,0.597998,0.137405,0.290323,0.090000,0.032593,0.049412,0.097143,0.106667,0.011596,0.068000,0.170000,0.005912,0.300000,0.012346,0.019608,0.052863,0.104348,0.006800,1.000000,1.000000,1.000000,0.184386,1.000000,1.000000,1.000000,0.184386
UCR,DISTORTEDGP711MarkerLFM5z1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z1.npy,16,6984,0.006300,0.005638,0.470066,0.013618,0.006880,0.659091,0.005076,0.000000,0.000000,0.000000,0.006110,0.000000,0.000000,0.003198,0.068182,0.006006,0.000000,0.000000,0.000000,0.007362,0.022305,0.011278,1.000000,0.028410,0.250712,0.143322,1.000000,0.028410
UCR,DISTORTEDGP711MarkerLFM5z2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z2.npy,16,6984,0.030498,0.030547,0.528280,0.067295,0.035027,0.854460,0.028419,0.014184,0.000000,0.000000,0.035349,0.000000,0.000000,0.022042,0.089202,0.046647,0.029126,0.000000,0.000000,0.042929,0.085106,0.044444,1.000000,0.039648,0.832031,0.712375,1.000000,0.039648
UCR,DISTORTEDGP711MarkerLFM5z3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z3.npy,16,6984,0.006443,0.058506,0.627442,0.111111,0.333333,0.066667,0.040506,0.039216,0.069565,0.075000,0.030172,0.057143,0.088889,0.015855,0.311111,0.030960,0.030303,0.058824,0.117647,0.018253,1.000000,1.000000,1.000000,0.255718,1.000000,1.000000,1.000000,0.255718
UCR,DISTORTEDGP711MarkerLFM5z4,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z4.npy,16,7984,0.014780,0.020049,0.501145,0.049383,0.038835,0.067797,0.042471,0.044693,0.030303,0.012658,0.040386,0.037500,0.025424,0.022527,0.194915,0.046997,0.066946,0.073171,0.048780,0.030973,0.615385,0.444444,1.000000,0.087566,0.979253,0.959350,1.000000,0.087566
UCR,DISTORTEDGP711MarkerLFM5z5,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z5.npy,16,6984,0.014891,0.016037,0.515629,0.036395,0.019056,0.403846,0.022026,0.025478,0.011494,0.014388,0.021548,0.014286,0.009615,0.011996,0.105769,0.030488,0.039216,0.030769,0.062500,0.025221,0.190476,0.105263,1.000000,0.064231,0.859504,0.753623,1.000000,0.064231
UCR,DISTORTEDInternalBleeding10,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding10.npy,16,4285,0.007001,0.131960,0.696310,0.208333,0.277778,0.166667,0.057143,0.075472,0.136986,0.192308,0.032626,0.116279,0.166667,0.017153,0.333333,0.041451,0.066116,0.146341,0.260870,0.024242,1.000000,1.000000,1.000000,1.740278,1.000000,1.000000,1.000000,1.740278
UCR,DISTORTEDInternalBleeding14,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding14.npy,16,4685,0.005763,0.364491,0.784179,0.461538,0.750000,0.333333,0.099237,0.154762,0.324324,0.392157,0.046579,0.255319,0.444444,0.024242,0.592593,0.039024,0.065574,0.190476,0.222222,0.011538,1.000000,1.000000,1.000000,6.590965,1.000000,1.000000,1.000000,6.590965
UCR,DISTORTEDInternalBleeding15,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding15.npy,16,5885,0.028887,0.026243,0.440609,0.056301,0.028966,1.000000,0.043011,0.034582,0.008734,0.010000,0.041973,0.016949,0.005882,0.025543,0.117647,0.071685,0.071856,0.034483,0.066667,0.050222,0.258065,0.148148,1.000000,0.057064,0.936639,0.880829,1.000000,0.057064
UCR,DISTORTEDInternalBleeding16,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding16.npy,16,6285,0.001909,0.661423,0.942253,0.761905,0.888889,0.666667,0.067278,0.109453,0.266667,0.454545,0.025375,0.158730,0.833333,0.012865,0.916667,0.014134,0.023952,0.075472,0.173913,0.005495,1.000000,1.000000,1.000000,5.412775,1.000000,1.000000,1.000000,5.412775
UCR,DISTORTEDInternalBleeding17,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding17.npy,16,5884,0.018865,0.839104,0.967194,0.864322,0.977273,0.774775,0.472906,0.638889,0.682353,0.425532,0.228188,0.983051,0.522523,0.130268,0.918919,0.113744,0.265487,0.981818,1.000000,0.029316,1.000000,1.000000,1.000000,10.670208,1.000000,1.000000,1.000000,10.670208
