dataset,series,seed,method,alpha,selected_alpha,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260704,TShape-zero-plus-alpha-0.30,0.30,,8783,0.008084,0.965986,0.934211,1.000000,0.441685,0.782609,0.642857,1.000000,0.441685
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260704,TShape-zero-plus-alpha-0.35,0.35,,8783,0.008084,0.893082,0.806818,1.000000,0.410839,0.750000,0.857143,0.666667,0.494144
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260704,TShape-zero-plus-alpha-0.40,0.40,,8783,0.008084,0.887500,0.797753,1.000000,0.419027,0.750000,0.857143,0.666667,0.506097
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260704,TShape-zero-plus-alpha-0.45,0.45,,8783,0.008084,0.881988,0.788889,1.000000,0.427214,0.750000,0.857143,0.666667,0.518050
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,20260704,TShape-zero-plus-alpha-0.50,0.50,,8783,0.008084,0.876543,0.780220,1.000000,0.435401,0.750000,0.857143,0.666667,0.530003
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.00,0.00,,149525,0.004247,0.880342,0.962617,0.811024,0.063106,0.819672,0.789474,0.852273,0.063106
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.05,0.05,,149525,0.004247,0.878840,0.959032,0.811024,0.064521,0.810811,0.773196,0.852273,0.064521
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.10,0.10,,149525,0.004247,0.874363,0.948435,0.811024,0.065937,0.813559,0.808989,0.818182,0.071450
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.15,0.15,,149525,0.004247,0.864819,0.926259,0.811024,0.067353,0.818182,0.818182,0.818182,0.077726
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.20,0.20,,149525,0.004247,0.856892,0.968254,0.768504,0.084002,0.818182,0.818182,0.818182,0.084002
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.25,0.25,,149525,0.004247,0.853122,0.966135,0.763780,0.089331,0.806818,0.806818,0.806818,0.089331
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.30,0.30,,149525,0.004247,0.847958,0.945736,0.768504,0.088787,0.792899,0.827160,0.761364,0.096553
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.35,0.35,,149525,0.004247,0.832746,0.944112,0.744882,0.094865,0.776471,0.804878,0.750000,0.100504
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.40,0.40,,149525,0.004247,0.823529,0.968085,0.716535,0.106904,0.781065,0.814815,0.750000,0.106904
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.45,0.45,,149525,0.004247,0.824275,0.970149,0.716535,0.113304,0.785714,0.825000,0.750000,0.113304
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,20260704,TShape-zero-plus-alpha-0.50,0.50,,149525,0.004247,0.825023,0.972222,0.716535,0.119704,0.790419,0.835443,0.750000,0.119704
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.00,0.00,,8783,0.023454,0.940618,0.920930,0.961165,0.259527,0.829787,0.764706,0.906977,0.273999
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.05,0.05,,8783,0.023454,0.942857,0.925234,0.961165,0.268514,0.822222,0.787234,0.860465,0.287610
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.10,0.10,,8783,0.023454,0.933962,0.908257,0.961165,0.260079,0.840909,0.822222,0.860465,0.299278
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.15,0.15,,8783,0.023454,0.934884,0.897321,0.975728,0.250210,0.827586,0.818182,0.837209,0.311856
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.20,0.20,,8783,0.023454,0.934307,0.936585,0.932039,0.292437,0.827586,0.818182,0.837209,0.323442
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.25,0.25,,8783,0.023454,0.935252,0.924171,0.946602,0.290438,0.821053,0.750000,0.906977,0.304464
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.30,0.30,,8783,0.023454,0.930788,0.915493,0.946602,0.299601,0.792079,0.689655,0.930233,0.299601
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.35,0.35,,8783,0.023454,0.915332,0.865801,0.970874,0.278201,0.780488,0.820513,0.744186,0.358197
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.40,0.40,,8783,0.023454,0.845666,0.749064,0.970874,0.256801,0.790123,0.842105,0.744186,0.369783
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.45,0.45,,8783,0.023454,0.798913,0.907407,0.713592,0.339518,0.790123,0.842105,0.744186,0.381368
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,20260704,TShape-zero-plus-alpha-0.50,0.50,,8783,0.023454,0.798913,0.907407,0.713592,0.349401,0.790123,0.842105,0.744186,0.392953
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.00,0.00,,149525,0.012687,0.741486,0.726124,0.757512,0.076987,0.841584,0.876289,0.809524,0.168731
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.05,0.05,,149525,0.012687,0.769066,0.780978,0.757512,0.088446,0.842640,0.902174,0.790476,0.174366
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.10,0.10,,149525,0.012687,0.784389,0.813243,0.757512,0.099904,0.845361,0.921348,0.780952,0.186607
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.15,0.15,,149525,0.012687,0.795681,0.837901,0.757512,0.111363,0.846939,0.912088,0.790476,0.185566
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.20,0.20,,149525,0.012687,0.799777,0.850356,0.754876,0.122822,0.837438,0.867347,0.809524,0.187523
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.25,0.25,,149525,0.012687,0.804043,0.860060,0.754876,0.134281,0.827957,0.950617,0.733333,0.218160
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.30,0.30,,149525,0.012687,0.806533,0.865780,0.754876,0.145739,0.834225,0.951220,0.742857,0.218798
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.35,0.35,,149525,0.012687,0.807898,0.868932,0.754876,0.157198,0.838710,0.962963,0.742857,0.229875
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.40,0.40,,149525,0.012687,0.808583,0.870517,0.754876,0.168657,0.841584,0.876289,0.809524,0.223398
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.45,0.45,,149525,0.012687,0.809955,0.873703,0.754876,0.180115,0.850000,0.894737,0.809524,0.235012
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,20260704,TShape-zero-plus-alpha-0.50,0.50,,149525,0.012687,0.809955,0.873703,0.754876,0.191574,0.850000,0.894737,0.809524,0.246627
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.00,0.00,,110693,0.008483,0.939178,0.967269,0.912673,0.114974,0.736842,0.807692,0.677419,0.139412
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.05,0.05,,110693,0.008483,0.941758,0.972758,0.912673,0.131164,0.742857,0.792683,0.698925,0.140407
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.10,0.10,,110693,0.008483,0.943518,0.953261,0.933972,0.123907,0.742857,0.792683,0.698925,0.151136
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.15,0.15,,110693,0.008483,0.946063,0.958470,0.933972,0.140407,0.724324,0.728261,0.720430,0.156997
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.20,0.20,,110693,0.008483,0.949648,0.965859,0.933972,0.156906,0.741117,0.701923,0.784946,0.156906
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.25,0.25,,110693,0.008483,0.950996,0.961874,0.940362,0.168244,0.738916,0.681818,0.806452,0.168244
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.30,0.30,,110693,0.008483,0.946921,0.943915,0.949947,0.174582,0.740260,0.934426,0.612903,0.242723
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.35,0.35,,110693,0.008483,0.945833,0.925586,0.966986,0.185365,0.742138,0.893939,0.634409,0.237576
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.40,0.40,,110693,0.008483,0.947150,0.922301,0.973376,0.201271,0.746835,0.907692,0.634409,0.253771
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.45,0.45,,110693,0.008483,0.947150,0.922301,0.973376,0.218150,0.746835,0.907692,0.634409,0.269965
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,20260704,TShape-zero-plus-alpha-0.50,0.50,,110693,0.008483,0.948625,0.925101,0.973376,0.235028,0.746835,0.907692,0.634409,0.286160
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.00,0.00,,131794,0.027035,0.988262,0.984136,0.992422,0.122671,0.932161,0.907090,0.958656,0.146930
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.05,0.05,,131794,0.027035,0.987384,0.986278,0.988493,0.140027,0.938882,0.945026,0.932817,0.183147
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.10,0.10,,131794,0.027035,0.988262,0.984136,0.992422,0.146743,0.945876,0.943445,0.948320,0.186715
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.15,0.15,,131794,0.027035,0.986711,0.983547,0.989896,0.162336,0.944659,0.941026,0.948320,0.189372
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.20,0.20,,131794,0.027035,0.987254,0.974829,1.000000,0.153930,0.952986,0.937500,0.968992,0.191195
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.25,0.25,,131794,0.027035,0.988487,0.977235,1.000000,0.171287,0.953488,0.953488,0.953488,0.209760
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.30,0.30,,131794,0.027035,0.989310,0.978846,1.000000,0.186525,0.956072,0.956072,0.956072,0.224384
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.35,0.35,,131794,0.027035,0.991375,0.982897,1.000000,0.203765,0.955729,0.963255,0.948320,0.241474
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.40,0.40,,131794,0.027035,0.991512,0.983168,1.000000,0.219067,0.955145,0.975741,0.935401,0.262056
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.45,0.45,,131794,0.027035,0.990232,0.984735,0.995790,0.238244,0.955145,0.975741,0.935401,0.274993
AIOPS,431a8542-c468-3988-a508-3afd06a218da,20260704,TShape-zero-plus-alpha-0.50,0.50,,131794,0.027035,0.990785,0.985829,0.995790,0.255484,0.957672,0.981030,0.935401,0.291753
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.00,0.00,,131794,0.023044,0.987275,0.991042,0.983536,0.050964,0.715596,0.672414,0.764706,0.055453
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.05,0.05,,131794,0.023044,0.987765,0.992029,0.983536,0.056587,0.728814,0.641791,0.843137,0.056587
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.10,0.10,,131794,0.023044,0.987940,0.991379,0.984524,0.060286,0.728814,0.641791,0.843137,0.061278
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.15,0.15,,131794,0.023044,0.987287,0.990066,0.984524,0.064191,0.704000,0.594595,0.862745,0.064191
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.20,0.20,,131794,0.023044,0.986310,0.988103,0.984524,0.067103,0.697248,0.655172,0.745098,0.073457
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.25,0.25,,131794,0.023044,0.984038,0.983553,0.984524,0.070016,0.697248,0.655172,0.745098,0.079080
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.30,0.30,,131794,0.023044,0.983342,0.985129,0.981561,0.076492,0.709091,0.661017,0.764706,0.084120
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.35,0.35,,131794,0.023044,0.983520,0.984494,0.982549,0.081613,0.715596,0.672414,0.764706,0.090078
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.40,0.40,,131794,0.023044,0.983682,0.984818,0.982549,0.087803,0.716981,0.690909,0.745098,0.095949
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.45,0.45,,131794,0.023044,0.983509,0.985134,0.981890,0.093994,0.710280,0.678571,0.745098,0.101573
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,20260704,TShape-zero-plus-alpha-0.50,0.50,,131794,0.023044,0.983834,0.985785,0.981890,0.100185,0.716981,0.690909,0.745098,0.107196
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.00,0.00,,8927,0.012434,0.801444,0.668675,1.000000,0.060152,0.444444,1.000000,0.285714,0.234593
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.05,0.05,,8927,0.012434,0.804348,0.672727,1.000000,0.059497,0.444444,1.000000,0.285714,0.224281
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.10,0.10,,8927,0.012434,0.813187,0.685185,1.000000,0.058842,0.444444,1.000000,0.285714,0.213969
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.15,0.15,,8927,0.012434,0.819188,0.693750,1.000000,0.058187,0.444444,1.000000,0.285714,0.203657
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.20,0.20,,8927,0.012434,0.831461,0.711538,1.000000,0.057533,0.444444,1.000000,0.285714,0.193345
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.25,0.25,,8927,0.012434,0.844106,0.730263,1.000000,0.056878,0.444444,1.000000,0.285714,0.183033
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.30,0.30,,8927,0.012434,0.844106,0.730263,1.000000,0.056223,0.461538,0.500000,0.428571,0.115381
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.35,0.35,,8927,0.012434,0.867188,0.765517,1.000000,0.055568,0.461538,0.500000,0.428571,0.113028
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.40,0.40,,8927,0.012434,0.877470,0.781690,1.000000,0.054913,0.474576,0.311111,1.000000,0.054913
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.45,0.45,,8927,0.012434,0.877470,0.781690,1.000000,0.054258,0.474576,0.311111,1.000000,0.054258
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,20260704,TShape-zero-plus-alpha-0.50,0.50,,8927,0.012434,0.891566,0.804348,1.000000,0.053603,0.521739,0.666667,0.428571,0.105967
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.00,0.00,,149525,0.040889,0.983780,0.980504,0.987079,0.105691,0.832215,0.855172,0.810458,0.139432
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.05,0.05,,149525,0.040889,0.980902,0.974802,0.987079,0.114032,0.846667,0.863946,0.830065,0.147066
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.10,0.10,,149525,0.040889,0.976221,0.965600,0.987079,0.122372,0.856287,0.790055,0.934641,0.148291
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.15,0.15,,149525,0.040889,0.973152,0.959612,0.987079,0.134436,0.852761,0.803468,0.908497,0.163903
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.20,0.20,,149525,0.040889,0.975669,0.964520,0.987079,0.150796,0.863354,0.822485,0.908497,0.179516
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.25,0.25,,149525,0.040889,0.977249,0.967613,0.987079,0.167156,0.866044,0.827381,0.908497,0.195128
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.30,0.30,,149525,0.040889,0.977803,0.968700,0.987079,0.183515,0.874214,0.842424,0.908497,0.210740
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.35,0.35,,149525,0.040889,0.978834,0.970725,0.987079,0.199875,0.876972,0.847561,0.908497,0.226353
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.40,0.40,,149525,0.040889,0.979469,0.971976,0.987079,0.216234,0.876190,0.851852,0.901961,0.243194
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.45,0.45,,149525,0.040889,0.980265,0.973544,0.987079,0.232594,0.878981,0.857143,0.901961,0.258902
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,20260704,TShape-zero-plus-alpha-0.50,0.50,,149525,0.040889,0.980822,0.974645,0.987079,0.248953,0.881789,0.862500,0.901961,0.274610
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.00,0.00,,131784,0.000349,1.000000,1.000000,1.000000,0.499747,1.000000,1.000000,1.000000,0.499747
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.05,0.05,,131784,0.000349,1.000000,1.000000,1.000000,0.474760,1.000000,1.000000,1.000000,0.474760
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.10,0.10,,131784,0.000349,1.000000,1.000000,1.000000,0.454637,1.000000,1.000000,1.000000,0.454637
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.15,0.15,,131784,0.000349,1.000000,1.000000,1.000000,0.475303,1.000000,1.000000,1.000000,0.475303
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.20,0.20,,131784,0.000349,1.000000,1.000000,1.000000,0.449318,1.000000,1.000000,1.000000,0.449318
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.25,0.25,,131784,0.000349,1.000000,1.000000,1.000000,0.421483,1.000000,1.000000,1.000000,0.421483
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.30,0.30,,131784,0.000349,1.000000,1.000000,1.000000,0.393648,1.000000,1.000000,1.000000,0.393648
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.35,0.35,,131784,0.000349,1.000000,1.000000,1.000000,0.365814,1.000000,1.000000,1.000000,0.365814
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.40,0.40,,131784,0.000349,1.000000,1.000000,1.000000,0.372406,1.000000,1.000000,1.000000,0.372406
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.45,0.45,,131784,0.000349,1.000000,1.000000,1.000000,0.366377,1.000000,1.000000,1.000000,0.366377
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,20260704,TShape-zero-plus-alpha-0.50,0.50,,131784,0.000349,1.000000,1.000000,1.000000,0.333070,1.000000,1.000000,1.000000,0.333070
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-alpha-0.00,0.00,,131794,0.022459,0.882655,0.839841,0.930068,0.043919,0.480000,1.000000,0.315789,0.393809
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-alpha-0.05,0.05,,131794,0.022459,0.894703,0.861929,0.930068,0.050801,0.480000,1.000000,0.315789,0.374674
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-alpha-0.10,0.10,,131794,0.022459,0.903808,0.878991,0.930068,0.057683,0.480000,1.000000,0.315789,0.359623
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-alpha-0.15,0.15,,131794,0.022459,0.910083,0.890939,0.930068,0.064565,0.480000,1.000000,0.315789,0.366506
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-alpha-0.20,0.20,,131794,0.022459,0.914162,0.898792,0.930068,0.071447,0.482759,0.700000,0.368421,0.182560
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,20260704,TShape-zero-plus-alpha-0.25,0.25,,131794,0.022459,0.916292,0.902919,0.930068,0.078330,0.491228,0.736842,0.368421,0.188343
