dataset,series,seed,method,alpha,selected_alpha,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
UCR,CIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.011475,0.391837,0.243655,1.000000,0.210549,0.038710,0.019737,1.000000,0.210549
UCR,CIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.011475,0.387097,0.240000,1.000000,0.209748,0.037975,0.019355,1.000000,0.209748
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.011475,0.627451,0.457143,1.000000,0.245903,0.095238,0.050000,1.000000,0.245903
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.011475,0.615385,0.444444,1.000000,0.249566,0.090909,0.047619,1.000000,0.249566
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.011475,0.585366,0.413793,1.000000,0.253228,0.081081,0.042254,1.000000,0.253228
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.011475,0.564706,0.393443,1.000000,0.256891,0.075000,0.038961,1.000000,0.256891
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.011475,0.533333,0.363636,1.000000,0.260554,0.066667,0.034483,1.000000,0.260554
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.011475,0.505263,0.338028,1.000000,0.264217,0.060000,0.030928,1.000000,0.264217
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.011475,0.489796,0.324324,1.000000,0.267880,0.056604,0.029126,1.000000,0.267880
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.011475,0.463768,0.301887,1.000000,0.271543,0.051282,0.026316,1.000000,0.271543
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.011475,0.448598,0.289157,1.000000,0.275206,0.048387,0.024793,1.000000,0.275206
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.011475,0.436364,0.279070,1.000000,0.278869,0.046154,0.023622,1.000000,0.278869
UCR,CIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.011475,0.419214,0.265193,1.000000,0.282532,0.043165,0.022059,1.000000,0.282532
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.00,0.00,,44794,0.013841,0.872011,0.773067,1.000000,0.158844,0.052083,0.026738,1.000000,0.158844
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.05,0.05,,44794,0.013841,0.871398,0.772105,1.000000,0.151479,0.051813,0.026596,1.000000,0.151479
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.10,0.10,,44794,0.013841,0.871398,0.772105,1.000000,0.144114,0.051813,0.026596,1.000000,0.144114
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.15,0.15,,44794,0.013841,0.872011,0.773067,1.000000,0.136749,0.052083,0.026738,1.000000,0.136749
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.20,0.20,,44794,0.013841,0.871398,0.772105,1.000000,0.129384,0.051813,0.026596,1.000000,0.129384
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.25,0.25,,44794,0.013841,0.871398,0.772105,1.000000,0.122020,0.051813,0.026596,1.000000,0.122020
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.30,0.30,,44794,0.013841,0.871398,0.772105,1.000000,0.114655,0.051813,0.026596,1.000000,0.114655
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.35,0.35,,44794,0.013841,0.872011,0.773067,1.000000,0.107290,0.052083,0.026738,1.000000,0.107290
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.40,0.40,,44794,0.013841,0.873239,0.775000,1.000000,0.099925,0.052632,0.027027,1.000000,0.099925
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.45,0.45,,44794,0.013841,0.873239,0.775000,1.000000,0.092560,0.052632,0.027027,1.000000,0.092560
UCR,DISTORTED1sddb40,20260705,TShape-zero-plus-alpha-0.50,0.50,,44794,0.013841,0.873239,0.775000,1.000000,0.085195,0.052632,0.027027,1.000000,0.085195
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.00,0.00,,45000,0.006667,0.931677,0.872093,1.000000,0.432126,0.185185,0.102041,1.000000,0.432126
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.05,0.05,,45000,0.006667,0.930233,0.869565,1.000000,0.419918,0.181818,0.100000,1.000000,0.419918
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.10,0.10,,45000,0.006667,0.928793,0.867052,1.000000,0.407710,0.178571,0.098039,1.000000,0.407710
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.15,0.15,,45000,0.006667,0.927357,0.864553,1.000000,0.395501,0.175439,0.096154,1.000000,0.395501
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.20,0.20,,45000,0.006667,0.927357,0.864553,1.000000,0.383293,0.175439,0.096154,1.000000,0.383293
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.25,0.25,,45000,0.006667,0.925926,0.862069,1.000000,0.371085,0.172414,0.094340,1.000000,0.371085
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.30,0.30,,45000,0.006667,0.924499,0.859599,1.000000,0.358876,0.169492,0.092593,1.000000,0.358876
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.35,0.35,,45000,0.006667,0.924499,0.859599,1.000000,0.346668,0.169492,0.092593,1.000000,0.346668
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.40,0.40,,45000,0.006667,0.924499,0.859599,1.000000,0.334460,0.169492,0.092593,1.000000,0.334460
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.45,0.45,,45000,0.006667,0.923077,0.857143,1.000000,0.322251,0.166667,0.090909,1.000000,0.322251
UCR,DISTORTED2sddb40,20260705,TShape-zero-plus-alpha-0.50,0.50,,45000,0.006667,0.921659,0.854701,1.000000,0.310043,0.163934,0.089286,1.000000,0.310043
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.00,0.00,,44999,0.006667,0.938967,0.884956,1.000000,0.476920,0.204082,0.113636,1.000000,0.476920
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.05,0.05,,44999,0.006667,0.937500,0.882353,1.000000,0.462696,0.200000,0.111111,1.000000,0.462696
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.10,0.10,,44999,0.006667,0.937500,0.882353,1.000000,0.448472,0.200000,0.111111,1.000000,0.448472
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.15,0.15,,44999,0.006667,0.937500,0.882353,1.000000,0.434248,0.200000,0.111111,1.000000,0.434248
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.20,0.20,,44999,0.006667,0.934579,0.877193,1.000000,0.420024,0.192308,0.106383,1.000000,0.420024
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.25,0.25,,44999,0.006667,0.933126,0.874636,1.000000,0.405800,0.188679,0.104167,1.000000,0.405800
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.30,0.30,,44999,0.006667,0.930233,0.869565,1.000000,0.391576,0.181818,0.100000,1.000000,0.391576
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.35,0.35,,44999,0.006667,0.927357,0.864553,1.000000,0.377352,0.175439,0.096154,1.000000,0.377352
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.40,0.40,,44999,0.006667,0.927357,0.864553,1.000000,0.363128,0.175439,0.096154,1.000000,0.363128
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.45,0.45,,44999,0.006667,0.925926,0.862069,1.000000,0.348904,0.172414,0.094340,1.000000,0.348904
UCR,DISTORTED3sddb40,20260705,TShape-zero-plus-alpha-0.50,0.50,,44999,0.006667,0.925926,0.862069,1.000000,0.334680,0.172414,0.094340,1.000000,0.334680
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.00,0.00,,8499,0.023532,1.000000,1.000000,1.000000,0.733282,1.000000,1.000000,1.000000,0.733282
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.05,0.05,,8499,0.023532,0.997506,0.995025,1.000000,0.738723,0.888889,0.800000,1.000000,0.738723
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.10,0.10,,8499,0.023532,0.997506,0.995025,1.000000,0.744164,0.888889,0.800000,1.000000,0.744164
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.15,0.15,,8499,0.023532,0.997506,0.995025,1.000000,0.749604,0.888889,0.800000,1.000000,0.749604
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.20,0.20,,8499,0.023532,0.995025,0.990099,1.000000,0.755045,0.800000,0.666667,1.000000,0.755045
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.25,0.25,,8499,0.023532,0.995025,0.990099,1.000000,0.760486,0.800000,0.666667,1.000000,0.760486
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.30,0.30,,8499,0.023532,0.995025,0.990099,1.000000,0.765927,0.800000,0.666667,1.000000,0.765927
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.35,0.35,,8499,0.023532,0.992556,0.985222,1.000000,0.771368,0.727273,0.571429,1.000000,0.771368
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.40,0.40,,8499,0.023532,0.992556,0.985222,1.000000,0.776809,0.727273,0.571429,1.000000,0.776809
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.45,0.45,,8499,0.023532,0.992556,0.985222,1.000000,0.782250,0.727273,0.571429,1.000000,0.782250
UCR,DISTORTEDBIDMC1,20260705,TShape-zero-plus-alpha-0.50,0.50,,8499,0.023532,0.990099,0.980392,1.000000,0.787691,0.666667,0.500000,1.000000,0.787691
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.000239,0.666667,0.500000,1.000000,0.851958,0.666667,0.500000,1.000000,0.851958
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.000239,0.666667,0.500000,1.000000,0.859360,0.666667,0.500000,1.000000,0.859360
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.000239,1.000000,1.000000,1.000000,0.866762,1.000000,1.000000,1.000000,0.866762
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.000239,1.000000,1.000000,1.000000,0.874164,1.000000,1.000000,1.000000,0.874164
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.000239,1.000000,1.000000,1.000000,0.881566,1.000000,1.000000,1.000000,0.881566
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.000239,1.000000,1.000000,1.000000,0.888968,1.000000,1.000000,1.000000,0.888968
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.000239,1.000000,1.000000,1.000000,0.896370,1.000000,1.000000,1.000000,0.896370
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.000239,1.000000,1.000000,1.000000,0.903773,1.000000,1.000000,1.000000,0.903773
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.000239,1.000000,1.000000,1.000000,0.911175,1.000000,1.000000,1.000000,0.911175
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.000239,1.000000,1.000000,1.000000,0.918577,1.000000,1.000000,1.000000,0.918577
UCR,DISTORTEDCIMIS44AirTemperature1,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.000239,1.000000,1.000000,1.000000,0.925979,1.000000,1.000000,1.000000,0.925979
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.005738,0.021007,0.010615,1.000000,0.089839,0.002675,0.001339,1.000000,0.089839
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.005738,0.020504,0.010358,1.000000,0.090522,0.002610,0.001307,1.000000,0.090522
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.005738,0.020075,0.010139,1.000000,0.091204,0.002554,0.001279,1.000000,0.091204
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.005738,0.019761,0.009979,1.000000,0.091887,0.002514,0.001258,1.000000,0.091887
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.005738,0.019370,0.009780,1.000000,0.092569,0.002463,0.001233,1.000000,0.092569
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.005738,0.018965,0.009573,1.000000,0.093251,0.002411,0.001207,1.000000,0.093251
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.005738,0.018519,0.009346,1.000000,0.093934,0.002353,0.001178,1.000000,0.093934
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.005738,0.018065,0.009115,1.000000,0.094616,0.002294,0.001149,1.000000,0.094616
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.005738,0.018440,0.009306,1.000000,0.098823,0.002343,0.001173,1.000000,0.098823
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.005738,0.020084,0.010144,1.000000,0.107238,0.002555,0.001279,1.000000,0.107238
UCR,DISTORTEDCIMIS44AirTemperature2,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.005738,0.022879,0.011572,1.000000,0.116425,0.002918,0.001461,1.000000,0.116425
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.005738,0.200000,0.111111,1.000000,0.285762,0.030303,0.015385,1.000000,0.285762
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.005738,0.177778,0.097561,1.000000,0.272802,0.026316,0.013333,1.000000,0.272802
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.005738,0.163823,0.089219,1.000000,0.259841,0.023904,0.012097,1.000000,0.259841
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.005738,0.144578,0.077922,1.000000,0.246880,0.020690,0.010453,1.000000,0.246880
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.005738,0.132964,0.071217,1.000000,0.233920,0.018809,0.009494,1.000000,0.233920
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.005738,0.117647,0.062500,1.000000,0.220959,0.016393,0.008264,1.000000,0.220959
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.005738,0.111111,0.058824,1.000000,0.217371,0.015385,0.007752,1.000000,0.217371
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.005738,0.115942,0.061538,1.000000,0.224041,0.016129,0.008130,1.000000,0.224041
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.005738,0.119701,0.063660,1.000000,0.230712,0.016713,0.008427,1.000000,0.230712
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.005738,0.121519,0.064690,1.000000,0.237383,0.016997,0.008571,1.000000,0.237383
UCR,DISTORTEDCIMIS44AirTemperature3,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.005738,0.124031,0.066116,1.000000,0.244053,0.017391,0.008772,1.000000,0.244053
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.011475,1.000000,1.000000,1.000000,0.839184,1.000000,1.000000,1.000000,0.839184
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.011475,1.000000,1.000000,1.000000,0.843283,1.000000,1.000000,1.000000,0.843283
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.011475,1.000000,1.000000,1.000000,0.847382,1.000000,1.000000,1.000000,0.847382
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.011475,1.000000,1.000000,1.000000,0.851481,1.000000,1.000000,1.000000,0.851481
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.011475,1.000000,1.000000,1.000000,0.855579,1.000000,1.000000,1.000000,0.855579
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.011475,1.000000,1.000000,1.000000,0.859678,1.000000,1.000000,1.000000,0.859678
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.011475,1.000000,1.000000,1.000000,0.863777,1.000000,1.000000,1.000000,0.863777
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.011475,1.000000,1.000000,1.000000,0.867876,1.000000,1.000000,1.000000,0.867876
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.011475,1.000000,1.000000,1.000000,0.871975,1.000000,1.000000,1.000000,0.871975
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.011475,1.000000,1.000000,1.000000,0.876073,1.000000,1.000000,1.000000,0.876073
UCR,DISTORTEDCIMIS44AirTemperature4,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.011475,1.000000,1.000000,1.000000,0.882142,1.000000,1.000000,1.000000,0.882142
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.011475,0.401674,0.251309,1.000000,0.227803,0.040268,0.020548,1.000000,0.227803
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.011475,0.403361,0.252632,1.000000,0.225083,0.040541,0.020690,1.000000,0.225083
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.011475,0.400000,0.250000,1.000000,0.222363,0.040000,0.020408,1.000000,0.222363
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.011475,0.398340,0.248705,1.000000,0.219643,0.039735,0.020270,1.000000,0.219643
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.011475,0.388664,0.241206,1.000000,0.216923,0.038217,0.019481,1.000000,0.216923
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.011475,0.388664,0.241206,1.000000,0.214940,0.038217,0.019481,1.000000,0.214940
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.011475,0.385542,0.238806,1.000000,0.214670,0.037736,0.019231,1.000000,0.214670
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.011475,0.385542,0.238806,1.000000,0.214400,0.037736,0.019231,1.000000,0.214400
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.011475,0.382470,0.236453,1.000000,0.214129,0.037267,0.018987,1.000000,0.214129
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.011475,0.380952,0.235294,1.000000,0.213859,0.037037,0.018868,1.000000,0.213859
UCR,DISTORTEDCIMIS44AirTemperature5,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.011475,0.377953,0.233010,1.000000,0.213589,0.036585,0.018634,1.000000,0.213589
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.00,0.00,,4183,0.011475,0.671329,0.505263,1.000000,0.258616,0.113208,0.060000,1.000000,0.258616
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.05,0.05,,4183,0.011475,0.644295,0.475248,1.000000,0.261459,0.101695,0.053571,1.000000,0.261459
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.10,0.10,,4183,0.011475,0.627451,0.457143,1.000000,0.264302,0.095238,0.050000,1.000000,0.264302
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.15,0.15,,4183,0.011475,0.619355,0.448598,1.000000,0.267145,0.092308,0.048387,1.000000,0.267145
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.20,0.20,,4183,0.011475,0.581818,0.410256,1.000000,0.269987,0.080000,0.041667,1.000000,0.269987
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.25,0.25,,4183,0.011475,0.548571,0.377953,1.000000,0.272830,0.070588,0.036585,1.000000,0.272830
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.30,0.30,,4183,0.011475,0.513369,0.345324,1.000000,0.275673,0.061856,0.031915,1.000000,0.275673
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.35,0.35,,4183,0.011475,0.492308,0.326531,1.000000,0.278516,0.057143,0.029412,1.000000,0.278516
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.40,0.40,,4183,0.011475,0.484848,0.320000,1.000000,0.281358,0.055556,0.028571,1.000000,0.281358
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.45,0.45,,4183,0.011475,0.461538,0.300000,1.000000,0.284201,0.050847,0.026087,1.000000,0.284201
UCR,DISTORTEDCIMIS44AirTemperature6,20260705,TShape-zero-plus-alpha-0.50,0.50,,4183,0.011475,0.442396,0.284024,1.000000,0.287044,0.047244,0.024194,1.000000,0.287044
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.00,0.00,,19999,0.015001,1.000000,1.000000,1.000000,0.755362,1.000000,1.000000,1.000000,0.755362
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.05,0.05,,19999,0.015001,1.000000,1.000000,1.000000,0.755107,1.000000,1.000000,1.000000,0.755107
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.10,0.10,,19999,0.015001,1.000000,1.000000,1.000000,0.754851,1.000000,1.000000,1.000000,0.754851
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.15,0.15,,19999,0.015001,1.000000,1.000000,1.000000,0.754596,1.000000,1.000000,1.000000,0.754596
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.20,0.20,,19999,0.015001,1.000000,1.000000,1.000000,0.754341,1.000000,1.000000,1.000000,0.754341
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.25,0.25,,19999,0.015001,1.000000,1.000000,1.000000,0.754086,1.000000,1.000000,1.000000,0.754086
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.30,0.30,,19999,0.015001,1.000000,1.000000,1.000000,0.753830,1.000000,1.000000,1.000000,0.753830
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.35,0.35,,19999,0.015001,1.000000,1.000000,1.000000,0.753575,1.000000,1.000000,1.000000,0.753575
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.40,0.40,,19999,0.015001,1.000000,1.000000,1.000000,0.753320,1.000000,1.000000,1.000000,0.753320
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.45,0.45,,19999,0.015001,1.000000,1.000000,1.000000,0.753065,1.000000,1.000000,1.000000,0.753065
UCR,DISTORTEDECG1,20260705,TShape-zero-plus-alpha-0.50,0.50,,19999,0.015001,1.000000,1.000000,1.000000,0.752809,1.000000,1.000000,1.000000,0.752809
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.00,0.00,,14999,0.006667,1.000000,1.000000,1.000000,0.736832,1.000000,1.000000,1.000000,0.736832
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.05,0.05,,14999,0.006667,1.000000,1.000000,1.000000,0.736364,1.000000,1.000000,1.000000,0.736364
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.10,0.10,,14999,0.006667,1.000000,1.000000,1.000000,0.735896,1.000000,1.000000,1.000000,0.735896
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.15,0.15,,14999,0.006667,1.000000,1.000000,1.000000,0.735429,1.000000,1.000000,1.000000,0.735429
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.20,0.20,,14999,0.006667,1.000000,1.000000,1.000000,0.734961,1.000000,1.000000,1.000000,0.734961
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.25,0.25,,14999,0.006667,1.000000,1.000000,1.000000,0.734492,1.000000,1.000000,1.000000,0.734492
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.30,0.30,,14999,0.006667,1.000000,1.000000,1.000000,0.734024,1.000000,1.000000,1.000000,0.734024
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.35,0.35,,14999,0.006667,1.000000,1.000000,1.000000,0.733556,1.000000,1.000000,1.000000,0.733556
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.40,0.40,,14999,0.006667,1.000000,1.000000,1.000000,0.733088,1.000000,1.000000,1.000000,0.733088
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.45,0.45,,14999,0.006667,1.000000,1.000000,1.000000,0.732620,1.000000,1.000000,1.000000,0.732620
UCR,DISTORTEDECG2,20260705,TShape-zero-plus-alpha-0.50,0.50,,14999,0.006667,1.000000,1.000000,1.000000,0.748324,1.000000,1.000000,1.000000,0.748324
