dataset,series,method,seed,provenance,score_file,label_offset,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
Yahoo,A4Benchmark-TS95,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS95.npy,16,824,0.003641,0.666667,0.666667,0.666667,0.128825,0.666667,0.666667,0.666667,0.128825
Yahoo,A4Benchmark-TS96,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS96.npy,16,824,0.001214,0.666667,0.500000,1.000000,0.499683,0.666667,0.500000,1.000000,0.499683
Yahoo,A4Benchmark-TS97,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS97.npy,16,824,0.006068,0.800000,0.800000,0.800000,0.040578,0.800000,0.800000,0.800000,0.040578
Yahoo,A4Benchmark-TS98,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS98.npy,16,824,0.009709,0.750000,0.750000,0.750000,0.063093,0.750000,0.750000,0.750000,0.063093
Yahoo,A4Benchmark-TS99,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS99.npy,16,824,0.006068,0.750000,1.000000,0.600000,4.802042,0.750000,1.000000,0.600000,4.802042
Yahoo,real_1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_1.npy,16,694,0.002882,0.666667,1.000000,0.500000,5.557400,0.666667,1.000000,0.500000,5.557400
Yahoo,real_10,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_10.npy,16,704,0.018466,1.000000,1.000000,1.000000,0.891487,1.000000,1.000000,1.000000,0.891487
Yahoo,real_11,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_11.npy,16,704,0.026989,1.000000,1.000000,1.000000,17.641060,1.000000,1.000000,1.000000,17.641060
Yahoo,real_12,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_12.npy,16,704,0.002841,1.000000,1.000000,1.000000,6.019649,1.000000,1.000000,1.000000,6.019649
Yahoo,real_13,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_13.npy,16,704,0.012784,0.947368,0.900000,1.000000,0.177220,0.857143,0.750000,1.000000,0.177220
Yahoo,real_14,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_14.npy,16,704,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_15,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_15.npy,16,704,0.011364,0.666667,0.714286,0.625000,0.122077,0.400000,0.333333,0.500000,0.122077
Yahoo,real_16,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_16.npy,16,715,0.004196,1.000000,1.000000,1.000000,10.551871,1.000000,1.000000,1.000000,10.551871
Yahoo,real_17,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_17.npy,16,696,0.326149,0.997802,0.995614,1.000000,1.894402,0.956522,0.916667,1.000000,1.894402
Yahoo,real_18,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_18.npy,16,715,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_19,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_19.npy,16,696,0.326149,0.997802,0.995614,1.000000,2.320828,0.956522,0.916667,1.000000,2.320828
Yahoo,real_2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_2.npy,16,704,0.022727,1.000000,1.000000,1.000000,6.338380,1.000000,1.000000,1.000000,6.338380
Yahoo,real_20,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_20.npy,16,695,0.012950,0.720000,0.562500,1.000000,0.051395,0.500000,1.000000,0.333333,6.710271
Yahoo,real_21,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_21.npy,16,694,0.008646,0.666667,0.555556,0.833333,15.068542,0.307692,0.181818,1.000000,5.939385
Yahoo,real_22,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_22.npy,16,694,0.090778,1.000000,1.000000,1.000000,8.238545,1.000000,1.000000,1.000000,8.238545
Yahoo,real_23,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_23.npy,16,694,0.008646,0.833333,0.833333,0.833333,0.065912,0.750000,0.750000,0.750000,0.065912
Yahoo,real_24,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_24.npy,16,715,0.020979,1.000000,1.000000,1.000000,0.338081,1.000000,1.000000,1.000000,0.338081
Yahoo,real_25,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_25.npy,16,702,0.061254,1.000000,1.000000,1.000000,10.224302,1.000000,1.000000,1.000000,10.224302
Yahoo,real_26,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_26.npy,16,702,0.106838,0.458204,0.298387,0.986667,0.003718,0.093264,0.049180,0.900000,0.003718
Yahoo,real_27,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_27.npy,16,698,0.002865,0.666667,1.000000,0.500000,2.146070,0.666667,1.000000,0.500000,2.146070
Yahoo,real_28,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_28.npy,16,705,0.114894,0.312741,0.185355,1.000000,0.001676,0.444444,0.666667,0.333333,0.665321
Yahoo,real_29,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_29.npy,16,705,0.008511,0.666667,0.666667,0.666667,0.203338,0.666667,0.600000,0.750000,0.203338
Yahoo,real_3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_3.npy,16,715,0.019580,1.000000,1.000000,1.000000,3.142769,1.000000,1.000000,1.000000,3.142769
Yahoo,real_30,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_30.npy,16,715,0.011189,1.000000,1.000000,1.000000,0.476298,1.000000,1.000000,1.000000,0.476298
Yahoo,real_31,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_31.npy,16,698,0.034384,1.000000,1.000000,1.000000,5.742078,1.000000,1.000000,1.000000,5.742078
Yahoo,real_32,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_32.npy,16,698,0.067335,1.000000,1.000000,1.000000,7.005008,1.000000,1.000000,1.000000,7.005008
Yahoo,real_33,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_33.npy,16,704,0.002841,1.000000,1.000000,1.000000,5.525628,1.000000,1.000000,1.000000,5.525628
Yahoo,real_34,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_34.npy,16,698,0.008596,0.923077,0.857143,1.000000,0.323032,0.857143,0.750000,1.000000,0.323032
Yahoo,real_35,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_35.npy,16,698,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_36,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_36.npy,16,715,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_37,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_37.npy,16,701,0.048502,0.971429,0.944444,1.000000,0.199650,0.800000,0.666667,1.000000,0.199650
Yahoo,real_38,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_38.npy,16,698,0.011461,0.941176,0.888889,1.000000,0.061110,0.857143,0.750000,1.000000,0.061110
Yahoo,real_39,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_39.npy,16,698,0.002865,0.285714,0.200000,0.500000,0.007245,0.285714,0.200000,0.500000,0.007245
Yahoo,real_4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_4.npy,16,696,0.007184,0.666667,0.750000,0.600000,4.397064,0.461538,0.300000,1.000000,0.509864
Yahoo,real_40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_40.npy,16,698,0.114613,0.323887,0.193237,1.000000,0.001561,0.166667,0.142857,0.200000,0.122380
Yahoo,real_41,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_41.npy,16,702,0.002849,0.400000,0.333333,0.500000,0.709379,0.400000,0.333333,0.500000,0.709379
Yahoo,real_42,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_42.npy,16,704,0.062500,0.907216,0.830189,1.000000,15.306428,0.800000,1.000000,0.666667,109.941460
Yahoo,real_43,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_43.npy,16,704,0.038352,0.947368,0.900000,1.000000,0.164821,0.727273,0.571429,1.000000,0.164821
Yahoo,real_44,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_44.npy,16,715,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_45,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_45.npy,16,704,0.001420,1.000000,1.000000,1.000000,6.127761,1.000000,1.000000,1.000000,6.127761
Yahoo,real_46,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_46.npy,16,705,0.154610,0.450413,0.290667,1.000000,0.002791,0.444444,0.666667,0.333333,0.418787
Yahoo,real_47,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_47.npy,16,698,0.007163,0.666667,0.750000,0.600000,0.465557,0.666667,0.666667,0.666667,0.465557
Yahoo,real_48,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_48.npy,16,704,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_49,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_49.npy,16,715,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_5,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_5.npy,16,704,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_50,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_50.npy,16,704,0.009943,1.000000,1.000000,1.000000,1.333793,1.000000,1.000000,1.000000,1.333793
Yahoo,real_51,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_51.npy,16,698,0.004298,0.857143,0.750000,1.000000,0.410431,0.800000,0.666667,1.000000,0.410431
Yahoo,real_52,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_52.npy,16,700,0.012857,0.900000,0.818182,1.000000,0.159554,0.800000,0.666667,1.000000,0.159554
Yahoo,real_53,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_53.npy,16,715,0.020979,1.000000,1.000000,1.000000,0.329193,1.000000,1.000000,1.000000,0.329193
Yahoo,real_54,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_54.npy,16,355,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_55,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_55.npy,16,698,0.005731,0.750000,0.750000,0.750000,0.228582,0.666667,0.666667,0.666667,0.228582
Yahoo,real_56,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_56.npy,16,698,0.005731,0.750000,0.750000,0.750000,0.249692,0.666667,0.666667,0.666667,0.249692
Yahoo,real_57,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_57.npy,16,705,0.004255,0.285714,0.250000,0.333333,6.375683,0.285714,0.250000,0.333333,6.375683
Yahoo,real_58,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_58.npy,16,702,0.061254,1.000000,1.000000,1.000000,34.474483,1.000000,1.000000,1.000000,34.474483
Yahoo,real_59,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_59.npy,16,696,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_6,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_6.npy,16,704,0.011364,1.000000,1.000000,1.000000,6.411691,1.000000,1.000000,1.000000,6.411691
Yahoo,real_60,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_60.npy,16,715,0.015385,0.705882,1.000000,0.545455,0.182283,0.800000,1.000000,0.666667,0.182283
Yahoo,real_61,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_61.npy,16,705,0.001418,0.285714,0.166667,1.000000,5.341020,0.285714,0.166667,1.000000,5.341020
Yahoo,real_62,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_62.npy,16,355,0.011268,0.666667,0.600000,0.750000,0.045664,0.571429,0.500000,0.666667,0.045664
Yahoo,real_63,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_63.npy,16,704,0.011364,1.000000,1.000000,1.000000,0.285593,1.000000,1.000000,1.000000,0.285593
Yahoo,real_64,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_64.npy,16,705,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_65,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_65.npy,16,696,0.024425,0.596491,0.425000,1.000000,2.239329,0.500000,0.500000,0.500000,11.026900
Yahoo,real_66,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_66.npy,16,696,0.030172,0.808511,0.730769,0.904762,6.767954,0.600000,0.461538,0.857143,6.767954
Yahoo,real_67,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_67.npy,16,696,0.033046,0.913043,0.913043,0.913043,28.668779,0.800000,0.750000,0.857143,28.668779
Yahoo,real_7,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_7.npy,16,696,0.054598,0.987013,0.974359,1.000000,0.017622,0.888889,0.800000,1.000000,0.017622
Yahoo,real_8,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_8.npy,16,694,0.014409,0.769231,0.625000,1.000000,1.101213,0.571429,0.400000,1.000000,1.101213
Yahoo,real_9,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/real_9.npy,16,715,0.005594,0.666667,1.000000,0.500000,6.715603,0.800000,1.000000,0.666667,6.715603
Yahoo,synthetic_1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_1.npy,16,695,0.002878,0.800000,0.666667,1.000000,6.522286,0.666667,0.500000,1.000000,6.522286
Yahoo,synthetic_10,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_10.npy,16,695,0.002878,1.000000,1.000000,1.000000,1.601120,1.000000,1.000000,1.000000,1.601120
Yahoo,synthetic_100,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_100.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.208793,1.000000,1.000000,1.000000,6.208793
Yahoo,synthetic_11,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_11.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.396449,1.000000,1.000000,1.000000,6.396449
Yahoo,synthetic_12,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_12.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.789211,1.000000,1.000000,1.000000,0.789211
Yahoo,synthetic_13,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_13.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.260427,1.000000,1.000000,1.000000,6.260427
Yahoo,synthetic_14,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_14.npy,16,695,0.004317,0.857143,0.750000,1.000000,6.468626,0.666667,0.500000,1.000000,6.468626
Yahoo,synthetic_15,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_15.npy,16,695,0.001439,1.000000,1.000000,1.000000,2.046938,1.000000,1.000000,1.000000,2.046938
Yahoo,synthetic_16,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_16.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.053051,1.000000,1.000000,1.000000,6.053051
Yahoo,synthetic_17,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_17.npy,16,695,0.004317,1.000000,1.000000,1.000000,3.884405,1.000000,1.000000,1.000000,3.884405
Yahoo,synthetic_18,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_18.npy,16,695,0.001439,1.000000,1.000000,1.000000,5.654108,1.000000,1.000000,1.000000,5.654108
Yahoo,synthetic_19,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_19.npy,16,695,0.002878,1.000000,1.000000,1.000000,3.419057,1.000000,1.000000,1.000000,3.419057
Yahoo,synthetic_2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_2.npy,16,695,0.004317,0.857143,0.750000,1.000000,6.548655,0.666667,0.500000,1.000000,6.548655
Yahoo,synthetic_20,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_20.npy,16,695,0.004317,0.857143,0.750000,1.000000,3.897731,0.666667,0.500000,1.000000,3.897731
Yahoo,synthetic_21,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_21.npy,16,695,0.001439,0.666667,0.500000,1.000000,6.607605,0.666667,0.500000,1.000000,6.607605
Yahoo,synthetic_22,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_22.npy,16,695,0.002878,1.000000,1.000000,1.000000,0.736113,1.000000,1.000000,1.000000,0.736113
Yahoo,synthetic_23,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_23.npy,16,695,0.004317,1.000000,1.000000,1.000000,5.974666,1.000000,1.000000,1.000000,5.974666
Yahoo,synthetic_24,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_24.npy,16,695,0.001439,0.400000,0.250000,1.000000,0.141603,0.400000,0.250000,1.000000,0.141603
Yahoo,synthetic_25,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_25.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.062568,1.000000,1.000000,1.000000,6.062568
Yahoo,synthetic_26,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_26.npy,16,695,0.004317,1.000000,1.000000,1.000000,0.630998,1.000000,1.000000,1.000000,0.630998
Yahoo,synthetic_27,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_27.npy,16,695,0.001439,0.666667,0.500000,1.000000,6.619657,0.666667,0.500000,1.000000,6.619657
Yahoo,synthetic_28,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_28.npy,16,695,0.002878,1.000000,1.000000,1.000000,5.808393,1.000000,1.000000,1.000000,5.808393
Yahoo,synthetic_29,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_29.npy,16,695,0.004317,0.857143,0.750000,1.000000,2.960698,0.666667,0.500000,1.000000,2.960698
Yahoo,synthetic_3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_3.npy,16,695,0.001439,1.000000,1.000000,1.000000,7.462745,1.000000,1.000000,1.000000,7.462745
Yahoo,synthetic_30,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_30.npy,16,695,0.001439,0.500000,0.333333,1.000000,6.703906,0.500000,0.333333,1.000000,6.703906
Yahoo,synthetic_31,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_31.npy,16,695,0.002878,1.000000,1.000000,1.000000,2.717150,1.000000,1.000000,1.000000,2.717150
Yahoo,synthetic_32,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_32.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.239177,1.000000,1.000000,1.000000,6.239177
Yahoo,synthetic_33,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_33.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.675403,1.000000,1.000000,1.000000,0.675403
Yahoo,synthetic_34,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_34.npy,16,695,0.002878,1.000000,1.000000,1.000000,2.642660,1.000000,1.000000,1.000000,2.642660
Yahoo,synthetic_35,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_35.npy,16,695,0.004317,1.000000,1.000000,1.000000,10.759981,1.000000,1.000000,1.000000,10.759981
Yahoo,synthetic_36,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_36.npy,16,695,0.001439,0.666667,0.500000,1.000000,0.136955,0.666667,0.500000,1.000000,0.136955
Yahoo,synthetic_37,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_37.npy,16,695,0.002878,1.000000,1.000000,1.000000,5.888118,1.000000,1.000000,1.000000,5.888118
Yahoo,synthetic_38,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_38.npy,16,695,0.004317,1.000000,1.000000,1.000000,0.787235,1.000000,1.000000,1.000000,0.787235
Yahoo,synthetic_39,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_39.npy,16,695,0.001439,1.000000,1.000000,1.000000,6.299970,1.000000,1.000000,1.000000,6.299970
Yahoo,synthetic_4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_4.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.973256,1.000000,1.000000,1.000000,6.973256
Yahoo,synthetic_40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_40.npy,16,695,0.002878,1.000000,1.000000,1.000000,0.721633,1.000000,1.000000,1.000000,0.721633
Yahoo,synthetic_41,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_41.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.125744,1.000000,1.000000,1.000000,6.125744
Yahoo,synthetic_42,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_42.npy,16,695,0.001439,0.666667,0.500000,1.000000,6.551871,0.666667,0.500000,1.000000,6.551871
Yahoo,synthetic_43,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_43.npy,16,695,0.002878,1.000000,1.000000,1.000000,3.781523,1.000000,1.000000,1.000000,3.781523
Yahoo,synthetic_44,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_44.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.284665,1.000000,1.000000,1.000000,6.284665
Yahoo,synthetic_45,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_45.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.887413,1.000000,1.000000,1.000000,0.887413
Yahoo,synthetic_46,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_46.npy,16,695,0.002878,1.000000,1.000000,1.000000,4.521716,1.000000,1.000000,1.000000,4.521716
Yahoo,synthetic_47,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_47.npy,16,695,0.004317,1.000000,1.000000,1.000000,3.765215,1.000000,1.000000,1.000000,3.765215
Yahoo,synthetic_48,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_48.npy,16,695,0.001439,1.000000,1.000000,1.000000,1.766253,1.000000,1.000000,1.000000,1.766253
Yahoo,synthetic_49,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_49.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.005475,1.000000,1.000000,1.000000,6.005475
Yahoo,synthetic_5,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_5.npy,16,695,0.004317,1.000000,1.000000,1.000000,7.099043,1.000000,1.000000,1.000000,7.099043
Yahoo,synthetic_50,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_50.npy,16,695,0.004317,1.000000,1.000000,1.000000,1.016642,1.000000,1.000000,1.000000,1.016642
Yahoo,synthetic_51,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_51.npy,16,695,0.001439,1.000000,1.000000,1.000000,6.508635,1.000000,1.000000,1.000000,6.508635
Yahoo,synthetic_52,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_52.npy,16,695,0.002878,1.000000,1.000000,1.000000,0.972344,1.000000,1.000000,1.000000,0.972344
Yahoo,synthetic_53,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_53.npy,16,695,0.004317,1.000000,1.000000,1.000000,5.861092,1.000000,1.000000,1.000000,5.861092
Yahoo,synthetic_54,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_54.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.208469,1.000000,1.000000,1.000000,0.208469
Yahoo,synthetic_55,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_55.npy,16,695,0.002878,1.000000,1.000000,1.000000,5.787033,1.000000,1.000000,1.000000,5.787033
