dataset,series,method,seed,provenance,score_file,label_offset,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
Yahoo,synthetic_56,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_56.npy,16,695,0.004317,0.857143,0.750000,1.000000,6.235403,0.666667,0.500000,1.000000,6.235403
Yahoo,synthetic_57,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_57.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.943696,1.000000,1.000000,1.000000,0.943696
Yahoo,synthetic_58,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_58.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.405732,1.000000,1.000000,1.000000,6.405732
Yahoo,synthetic_59,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_59.npy,16,695,0.004317,1.000000,1.000000,1.000000,5.908667,1.000000,1.000000,1.000000,5.908667
Yahoo,synthetic_6,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_6.npy,16,695,0.001439,1.000000,1.000000,1.000000,5.840915,1.000000,1.000000,1.000000,5.840915
Yahoo,synthetic_60,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_60.npy,16,695,0.001439,1.000000,1.000000,1.000000,8.342599,1.000000,1.000000,1.000000,8.342599
Yahoo,synthetic_61,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_61.npy,16,695,0.002878,1.000000,1.000000,1.000000,8.115001,1.000000,1.000000,1.000000,8.115001
Yahoo,synthetic_62,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_62.npy,16,695,0.004317,0.857143,0.750000,1.000000,6.157709,0.666667,0.500000,1.000000,6.157709
Yahoo,synthetic_63,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_63.npy,16,695,0.001439,1.000000,1.000000,1.000000,6.269193,1.000000,1.000000,1.000000,6.269193
Yahoo,synthetic_64,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_64.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.945812,1.000000,1.000000,1.000000,6.945812
Yahoo,synthetic_65,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_65.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.246314,1.000000,1.000000,1.000000,6.246314
Yahoo,synthetic_66,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_66.npy,16,695,0.001439,1.000000,1.000000,1.000000,4.224881,1.000000,1.000000,1.000000,4.224881
Yahoo,synthetic_67,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_67.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.928433,1.000000,1.000000,1.000000,6.928433
Yahoo,synthetic_68,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_68.npy,16,695,0.004317,0.857143,0.750000,1.000000,4.905178,0.666667,0.500000,1.000000,4.905178
Yahoo,synthetic_69,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_69.npy,16,695,0.001439,1.000000,1.000000,1.000000,7.084575,1.000000,1.000000,1.000000,7.084575
Yahoo,synthetic_7,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_7.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.341777,1.000000,1.000000,1.000000,6.341777
Yahoo,synthetic_70,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_70.npy,16,695,0.002878,0.800000,0.666667,1.000000,6.405070,0.666667,0.500000,1.000000,6.405070
Yahoo,synthetic_71,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_71.npy,16,695,0.004317,0.857143,0.750000,1.000000,6.232450,0.666667,0.500000,1.000000,6.232450
Yahoo,synthetic_72,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_72.npy,16,695,0.001439,0.666667,0.500000,1.000000,6.609691,0.666667,0.500000,1.000000,6.609691
Yahoo,synthetic_73,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_73.npy,16,695,0.002878,0.800000,0.666667,1.000000,6.842079,0.666667,0.500000,1.000000,6.842079
Yahoo,synthetic_74,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_74.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.670780,1.000000,1.000000,1.000000,6.670780
Yahoo,synthetic_75,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_75.npy,16,695,0.001439,1.000000,1.000000,1.000000,4.365529,1.000000,1.000000,1.000000,4.365529
Yahoo,synthetic_76,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_76.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.212391,1.000000,1.000000,1.000000,6.212391
Yahoo,synthetic_77,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_77.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.713609,1.000000,1.000000,1.000000,6.713609
Yahoo,synthetic_78,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_78.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.788584,1.000000,1.000000,1.000000,0.788584
Yahoo,synthetic_79,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_79.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.229408,1.000000,1.000000,1.000000,6.229408
Yahoo,synthetic_8,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_8.npy,16,695,0.004317,1.000000,1.000000,1.000000,2.323448,1.000000,1.000000,1.000000,2.323448
Yahoo,synthetic_80,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_80.npy,16,695,0.004317,0.857143,0.750000,1.000000,3.421379,0.666667,0.500000,1.000000,3.421379
Yahoo,synthetic_81,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_81.npy,16,695,0.001439,1.000000,1.000000,1.000000,5.974192,1.000000,1.000000,1.000000,5.974192
Yahoo,synthetic_82,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_82.npy,16,695,0.002878,1.000000,1.000000,1.000000,2.680620,1.000000,1.000000,1.000000,2.680620
Yahoo,synthetic_83,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_83.npy,16,695,0.004317,0.857143,0.750000,1.000000,5.937345,0.666667,0.500000,1.000000,5.937345
Yahoo,synthetic_84,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_84.npy,16,695,0.001439,1.000000,1.000000,1.000000,6.436338,1.000000,1.000000,1.000000,6.436338
Yahoo,synthetic_85,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_85.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.290583,1.000000,1.000000,1.000000,6.290583
Yahoo,synthetic_86,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_86.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.258468,1.000000,1.000000,1.000000,6.258468
Yahoo,synthetic_87,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_87.npy,16,695,0.001439,1.000000,1.000000,1.000000,2.693984,1.000000,1.000000,1.000000,2.693984
Yahoo,synthetic_88,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_88.npy,16,695,0.002878,0.800000,0.666667,1.000000,6.155439,0.666667,0.500000,1.000000,6.155439
Yahoo,synthetic_89,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_89.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.243717,1.000000,1.000000,1.000000,6.243717
Yahoo,synthetic_9,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_9.npy,16,695,0.001439,0.666667,0.500000,1.000000,7.120337,0.666667,0.500000,1.000000,7.120337
Yahoo,synthetic_90,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_90.npy,16,695,0.001439,0.666667,0.500000,1.000000,6.861408,0.666667,0.500000,1.000000,6.861408
Yahoo,synthetic_91,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_91.npy,16,695,0.002878,1.000000,1.000000,1.000000,5.989532,1.000000,1.000000,1.000000,5.989532
Yahoo,synthetic_92,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_92.npy,16,695,0.004317,1.000000,1.000000,1.000000,3.516947,1.000000,1.000000,1.000000,3.516947
Yahoo,synthetic_93,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_93.npy,16,695,0.001439,1.000000,1.000000,1.000000,6.716976,1.000000,1.000000,1.000000,6.716976
Yahoo,synthetic_94,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_94.npy,16,695,0.002878,1.000000,1.000000,1.000000,3.784734,1.000000,1.000000,1.000000,3.784734
Yahoo,synthetic_95,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_95.npy,16,695,0.004317,1.000000,1.000000,1.000000,6.333939,1.000000,1.000000,1.000000,6.333939
Yahoo,synthetic_96,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_96.npy,16,695,0.001439,1.000000,1.000000,1.000000,0.553266,1.000000,1.000000,1.000000,0.553266
Yahoo,synthetic_97,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_97.npy,16,695,0.002878,1.000000,1.000000,1.000000,6.138956,1.000000,1.000000,1.000000,6.138956
Yahoo,synthetic_98,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_98.npy,16,695,0.004317,0.857143,0.750000,1.000000,6.089993,0.666667,0.500000,1.000000,6.089993
Yahoo,synthetic_99,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/Yahoo/synthetic_99.npy,16,695,0.001439,1.000000,1.000000,1.000000,2.700595,1.000000,1.000000,1.000000,2.700595
